Filename,X_top_left,Y_top_left,X_top_right,Y_top_right,X_bot_left,Y_bot_left,X_bot_right,Y_bot_right
CROPPED_XX123456_XX0001_v_XX0002_vPP_SpecialExport.csv,-52.5,-34,52.5,34,-52.5,-34,52.5,34
