,InBallPos,Shirt,Speed,Ts,dist to closest home,dist to closest visitor,zone,inZone,opponentsHalf,distanceToOpponentGoal,distanceToOwnGoal,angleOpponentToPassline,distanceToInPossession,distanceToOpponentRating,angleToPasslineRating,distanceToPossessionRating,distanceToOpponentGoalRating,curPositioningRating,PlayerID,positioningRating
18,0.0,8.0,0.47,0.0,10.223,7.652,0.0,0,0,61.10595867016571,43.92980975374239,,8.494433942294215,,,,,,['-8.0'],4.238439049660147
19,1.0,7.0,0.04,0.0,7.282,8.494,0.0,0,0,52.64141275649809,52.363425565942485,,0.0,,,,,,['-7.0'],5.374695690415725
20,0.0,9.0,0.5,0.0,7.218,7.44,0.0,0,0,54.990872860866645,56.585034222840235,,19.396077876725492,,,,,,['-9.0'],6.385663336112546
21,0.0,10.0,0.41,0.0,6.9220000000000015,3.624,0.0,0,0,53.17344754668443,54.287342207921725,,11.957038805657527,,,,,,['-10.0'],5.497736087023809
22,0.0,1.0,,0.1,7.193,0.069,0.0,0,0,,,,,,,,,,,
23,0.0,0.0,0.4,0.1,27.545,46.206,0.0,0,0,98.56152858494028,6.479576915200562,,,,,,,,,
24,0.0,0.0,0.55,0.1,10.793,18.57,0.0,0,0,67.90621445051991,42.133169368088126,,20.60611795074463,,,,,,,
25,0.0,0.0,0.72,0.1,10.988,20.416,0.0,0,0,72.1476632054012,33.81826882026932,,20.41650871231416,,,,,,,
26,0.0,0.0,0.44,0.1,7.421,19.876,0.0,0,0,74.02426294128162,34.21098513635642,,24.222181611077065,,,,,,,
27,0.0,0.0,0.33,0.1,11.92,18.277,0.0,0,0,75.57430852478903,42.235602387085706,,31.972959278115,,,,,,,
28,0.0,0.0,0.72,0.1,8.591000000000001,9.48,0.0,0,0,61.69242587222519,43.427242716985845,,9.479267904221297,,,,,,,
29,0.0,28.0,0.28,0.1,7.421,19.316,0.0,0,0,71.50873161369876,34.01924010027267,,19.732122567022536,,,,,,,
30,0.0,30.0,0.35,0.1,10.485,6.8279999999999985,0.0,0,0,59.311559960938474,46.80674251643667,,10.381749611698405,,,,,,,
31,0.0,0.0,0.97,0.1,11.92,7.102,0.0,0,0,63.72439842007142,48.95884959841275,,22.260108265684604,,,,,,,
32,0.0,0.0,1.22,0.1,5.779,10.441,0.0,0,0,57.97951111384089,48.84417784137634,,10.44046804506388,,,,,,,
33,0.0,0.0,1.56,0.1,5.779,7.192,0.0,0,0,52.33468865867074,53.78131308363529,,7.192071259380011,,,,,,,
34,0.0,1.0,0.12,0.1,40.505,24.414,0.0,0,0,92.94348416645462,12.060731694221529,,,,,,,,,
35,0.0,6.0,0.2,0.1,22.673,11.667,0.0,0,0,69.47098312964917,38.512692673974385,11.947089666059194,20.168999603351676,8.936687954195111,1.0,5.655839740198201,1.0,4.300871326485323,,
36,0.0,5.0,0.38,0.1,17.288,7.713999999999999,0.0,0,0,68.53003699108879,36.47294846869389,49.02702878875206,15.922558211543771,5.019378991411582,8.330236997265834,3.974789240615754,1.517030155267309,4.065080824675756,,
37,0.0,4.0,0.55,0.1,12.77,8.397,0.0,0,0,66.48500036850417,39.82844804910179,47.14113966253898,15.349234378300437,5.6962122880422825,7.957420467013005,3.747825948915665,2.640734859683195,4.427386179018981,,
38,0.0,2.0,1.03,0.1,10.755999999999998,12.74,0.0,0,0,60.115200348996595,50.64056983289189,53.90537020323997,17.722122813026658,10.0,9.29462365937577,4.687187857064277,6.1408062858186945,6.939940915593391,,
39,0.0,3.0,1.64,0.1,12.35,11.729,0.0,0,0,59.73330783574605,61.81349419827357,38.942036357570224,31.142627072872322,8.998128165602289,6.336560999266345,10.0,6.350648206976315,8.15374878963065,,
