,Timestamp,X,Y,Snelheid,Acceleration,dist to closest home,dist to closest visitor,Naam,Shirt
322122,18200,-6.03,21.045,3.53,-0.42,15.332,6.517,15_XX0001,15
322123,18300,-5.928,21.38,3.48,-0.5,15.434,6.739,15_XX0001,15
322124,18400,-5.832,21.719,3.43,-0.51,15.569,6.968,15_XX0001,15
322125,18500,-5.739,22.058,3.38,-0.42,15.735,7.197,15_XX0001,15
322126,18600,-5.649,22.392,3.35,-0.23,15.92,7.417,15_XX0001,15
322127,18700,-5.562,22.715,3.34,0.02,16.119,7.627,15_XX0001,15
322128,18800,-5.477,23.026,3.35,0.21,16.329,7.83,15_XX0001,15
322129,18900,-5.393,23.327,3.38,0.27,16.551,8.034,15_XX0001,15
322130,19000,-5.31,23.627,3.4,0.13,16.791,8.246,15_XX0001,15
322131,19100,-5.226,23.935,3.4,-0.17,16.961,8.473,15_XX0001,15
322132,19200,-5.14,24.263,3.37,-0.53,16.968,8.722,15_XX0001,15
322133,19300,-5.052,24.615,3.29,-0.89,16.989,8.995,15_XX0001,15
322134,19400,-4.964,24.983,3.19,-1.22,17.031,9.283,15_XX0001,15
322135,19500,-4.874,25.346,3.05,-1.52,17.093,9.571,15_XX0001,15
322136,19600,-4.784,25.68,2.88,-1.85,17.169,9.838,15_XX0001,15
322137,19700,-4.692,25.966,2.68,-2.2,17.25,10.067,15_XX0001,15
322138,19800,-4.596,26.197,2.44,-2.51,17.326,10.25,15_XX0001,15
322139,19900,-4.496,26.378,2.18,-2.67,17.393,10.387,15_XX0001,15
386328,0,-8.756,7.283,0.29,0.46,10.178,6.798,29_XX0001,29
386329,100,-8.758,7.319,0.39,1,10.272,6.598,29_XX0001,29
386330,200,-8.763,7.365,0.49,1.08,10.401,6.353,29_XX0001,29
386331,300,-8.773,7.422,0.6,1.12,10.57,6.068,29_XX0001,29
386332,400,-8.789,7.49,0.71,1.1,10.779,5.754,29_XX0001,29
386333,500,-8.81,7.571,0.82,0.82,11.024,5.429,29_XX0001,29
386334,600,-8.833,7.662,0.87,0.4,11.293,5.11,29_XX0001,29
386335,700,-8.855,7.764,0.9,0.04,11.577,4.818,29_XX0001,29
386336,800,-8.875,7.873,0.88,-0.35,11.868,4.566,29_XX0001,29
386337,900,-8.892,7.984,0.83,-0.69,12.166,4.366,29_XX0001,29
386338,1000,-8.908,8.088,0.76,-0.64,12.469,4.217,29_XX0001,29
386339,1100,-8.923,8.178,0.7,-0.53,12.78,4.106,29_XX0001,29
386340,1200,-8.936,8.245,0.65,-0.44,13.097,4.011,29_XX0001,29
386341,1300,-8.945,8.286,0.61,-0.37,13.416,3.911,29_XX0001,29
386342,1400,-8.947,8.302,0.58,-0.28,13.733,3.794,29_XX0001,29
386343,1500,-8.937,8.293,0.56,-0.13,14.046,3.657,29_XX0001,29
386344,1600,-8.916,8.263,0.56,0.12,14.351,3.506,29_XX0001,29
386345,1700,-8.883,8.217,0.58,0.45,14.648,3.351,29_XX0001,29
386346,1800,-8.842,8.16,0.65,0.82,14.717,3.201,29_XX0001,29
386347,1900,-8.795,8.096,0.75,1.12,14.725,3.067,29_XX0001,29
386348,2000,-8.746,8.028,0.86,1.04,14.736,2.955,29_XX0001,29
386349,2100,-8.696,7.955,0.96,0.89,14.752,2.869,29_XX0001,29
386350,2200,-8.646,7.872,1.04,0.79,14.776,2.805,29_XX0001,29
386351,2300,-8.595,7.778,1.11,0.73,14.81,2.757,29_XX0001,29
386352,2400,-8.543,7.675,1.19,0.72,14.854,2.716,29_XX0001,29
386353,2500,-8.487,7.564,1.26,0.72,14.902,2.676,29_XX0001,29
386354,2600,-8.426,7.446,1.33,0.71,14.841,2.633,29_XX0001,29
386355,2700,-8.359,7.323,1.4,0.71,14.731,2.588,29_XX0001,29
386356,2800,-8.288,7.195,1.47,0.73,14.598,2.539,29_XX0001,29
386357,2900,-8.215,7.063,1.55,0.79,14.443,2.488,29_XX0001,29
386358,3000,-8.141,6.926,1.63,0.89,14.27,2.435,29_XX0001,29
386359,3100,-8.066,6.784,1.72,0.98,14.079,2.384,29_XX0001,29
386360,3200,-7.988,6.636,1.83,1.04,13.875,2.342,29_XX0001,29
386361,3300,-7.903,6.48,1.93,1.04,13.658,2.311,29_XX0001,29
386362,3400,-7.81,6.313,2.03,1.02,13.431,2.292,29_XX0001,29
386363,3500,-7.705,6.133,2.13,0.97,13.198,2.278,29_XX0001,29
386364,3600,-7.588,5.939,2.23,0.93,12.962,2.264,29_XX0001,29
386365,3700,-7.46,5.735,2.32,0.86,12.73,2.249,29_XX0001,29
386366,3800,-7.324,5.524,2.4,0.77,12.509,2.242,29_XX0001,29
386367,3900,-7.181,5.314,2.47,0.64,12.312,2.252,29_XX0001,29
386368,4000,-7.034,5.106,2.53,0.5,12.147,2.285,29_XX0001,29
386369,4100,-6.881,4.9,2.57,0.38,12.024,2.339,29_XX0001,29
386370,4200,-6.723,4.697,2.61,0.32,11.95,2.409,29_XX0001,29
386371,4300,-6.562,4.493,2.64,0.32,11.927,2.492,29_XX0001,29
386372,4400,-6.4,4.287,2.67,0.34,11.949,2.587,29_XX0001,29
386373,4500,-6.238,4.077,2.71,0.37,12.003,2.695,29_XX0001,29
386374,4600,-6.078,3.86,2.74,0.37,12.072,2.813,29_XX0001,29
386375,4700,-5.92,3.634,2.78,0.37,12.146,2.937,29_XX0001,29
386376,4800,-5.762,3.401,2.82,0.37,12.22,3.062,29_XX0001,29
386377,4900,-5.604,3.161,2.85,0.37,12.3,3.186,29_XX0001,29
386378,5000,-5.445,2.917,2.89,0.37,12.391,3.313,29_XX0001,29
386379,5100,-5.287,2.67,2.93,0.35,12.498,3.448,29_XX0001,29
386380,5200,-5.131,2.421,2.96,0.33,12.618,3.596,29_XX0001,29
386381,5300,-4.975,2.17,2.99,0.31,12.748,3.759,29_XX0001,29
386382,5400,-4.817,1.916,3.02,0.32,12.883,3.932,29_XX0001,29
386383,5500,-4.657,1.659,3.06,0.36,13.019,4.107,29_XX0001,29
386384,5600,-4.494,1.4,3.1,0.42,13.154,4.279,29_XX0001,29
386385,5700,-4.328,1.139,3.14,0.47,13.287,4.444,29_XX0001,29
386386,5800,-4.161,0.874,3.19,0.51,13.415,4.606,29_XX0001,29
386387,5900,-3.993,0.604,3.24,0.52,13.536,4.767,29_XX0001,29
386388,6000,-3.822,0.327,3.29,0.51,13.646,4.928,29_XX0001,29
386389,6100,-3.649,0.044,3.34,0.5,13.744,5.089,29_XX0001,29
386390,6200,-3.472,-0.246,3.39,0.48,13.83,5.245,29_XX0001,29
386391,6300,-3.291,-0.54,3.44,0.45,13.905,5.395,29_XX0001,29
386392,6400,-3.106,-0.837,3.48,0.41,13.972,5.539,29_XX0001,29
386393,6500,-2.92,-1.138,3.52,0.35,14.029,5.681,29_XX0001,29
386394,6600,-2.733,-1.442,3.55,0.3,14.075,5.825,29_XX0001,29
386395,6700,-2.545,-1.748,3.58,0.29,14.107,5.972,29_XX0001,29
386396,6800,-2.356,-2.054,3.61,0.3,14.121,6.12,29_XX0001,29
386397,6900,-2.166,-2.361,3.64,0.33,14.06,6.264,29_XX0001,29
386398,7000,-1.975,-2.669,3.68,0.32,13.936,6.398,29_XX0001,29
386399,7100,-1.784,-2.98,3.71,0.28,13.811,6.519,29_XX0001,29
386400,7200,-1.594,-3.296,3.73,0.22,13.683,6.627,29_XX0001,29
386401,7300,-1.406,-3.62,3.75,0.19,13.555,6.721,29_XX0001,29
386402,7400,-1.219,-3.953,3.77,0.22,13.431,6.797,29_XX0001,29
386403,7500,-1.034,-4.293,3.8,0.34,13.314,6.854,29_XX0001,29
386404,7600,-0.852,-4.635,3.84,0.53,13.21,6.889,29_XX0001,29
386405,7700,-0.674,-4.976,3.9,0.71,13.118,6.903,29_XX0001,29
386406,7800,-0.504,-5.315,3.98,0.84,13.037,6.896,29_XX0001,29
386407,7900,-0.343,-5.66,4.07,0.87,12.962,6.866,29_XX0001,29
386408,8000,-0.192,-6.019,4.16,0.82,12.888,6.81,29_XX0001,29
386409,8100,-0.053,-6.403,4.23,0.71,12.81,6.726,29_XX0001,29
386410,8200,0.071,-6.815,4.3,0.55,12.726,6.611,29_XX0001,29
386411,8300,0.176,-7.256,4.34,0.38,12.637,6.469,29_XX0001,29
386412,8400,0.257,-7.718,4.37,0.2,12.543,6.307,29_XX0001,29
386413,8500,0.313,-8.187,4.38,0.04,12.444,6.136,29_XX0001,29
386414,8600,0.343,-8.651,4.38,-0.11,12.269,5.963,29_XX0001,29
386415,8700,0.351,-9.098,4.36,-0.24,9.291,5.791,29_XX0001,29
386416,8800,0.342,-9.524,4.33,-0.32,9.443,5.619,29_XX0001,29
386417,8900,0.32,-9.933,4.3,-0.34,9.591,5.441,29_XX0001,29
386418,9000,0.289,-10.334,4.27,-0.29,9.739,5.249,29_XX0001,29
386419,9100,0.251,-10.736,4.24,-0.17,9.893,5.036,29_XX0001,29
386420,9200,0.209,-11.147,4.23,-0.01,9.987,4.798,29_XX0001,29
386421,9300,0.163,-11.569,4.24,0.12,9.567,4.531,29_XX0001,29
386422,9400,0.111,-12,4.26,0.18,9.148,4.238,29_XX0001,29
386423,9500,0.051,-12.436,4.27,0.14,8.733,3.921,29_XX0001,29
386424,9600,-0.022,-12.871,4.28,0,8.328,3.586,29_XX0001,29
386425,9700,-0.106,-13.301,4.27,-0.22,7.942,3.234,29_XX0001,29
386426,9800,-0.2,-13.723,4.23,-0.49,7.586,2.87,29_XX0001,29
386427,9900,-0.303,-14.136,4.17,-0.79,7.268,2.496,29_XX0001,29
386428,10000,-0.413,-14.541,4.08,-1.11,6.989,2.12,29_XX0001,29
386429,10100,-0.53,-14.935,3.95,-1.44,6.744,1.751,29_XX0001,29
386430,10200,-0.656,-15.318,3.79,-1.73,6.525,1.398,29_XX0001,29
386431,10300,-0.79,-15.683,3.61,-1.89,6.327,1.068,29_XX0001,29
386432,10400,-0.931,-16.026,3.42,-1.79,6.152,0.762,29_XX0001,29
386433,10500,-1.079,-16.338,3.26,-1.39,6.01,0.473,29_XX0001,29
386434,10600,-1.237,-16.608,3.14,-0.82,5.917,0.201,29_XX0001,29
386435,10700,-1.413,-16.824,3.09,-0.17,5.893,0.115,29_XX0001,29
386436,10800,-1.613,-16.971,3.11,0.48,5.949,0.34,29_XX0001,29
386437,10900,-1.842,-17.034,3.19,1.12,6.086,0.545,29_XX0001,29
386438,11000,-2.096,-17.006,3.33,1.78,6.29,0.7,29_XX0001,29
386439,11100,-2.371,-16.887,3.55,2.42,6.55,0.797,29_XX0001,29
386440,11200,-2.661,-16.687,3.82,2.94,6.815,0.843,29_XX0001,29
386441,11300,-2.961,-16.415,4.13,3.16,6.785,0.848,29_XX0001,29
386442,11400,-3.263,-16.08,4.44,2.94,6.772,0.828,29_XX0001,29
386443,11500,-3.554,-15.687,4.7,2.35,6.784,0.795,29_XX0001,29
386444,11600,-3.827,-15.24,4.9,1.6,6.834,0.757,29_XX0001,29
386445,11700,-4.075,-14.75,5.03,0.93,6.923,0.72,29_XX0001,29
386446,11800,-4.296,-14.237,5.09,0.45,6.843,0.688,29_XX0001,29
386447,11900,-4.492,-13.724,5.12,0.15,6.419,0.664,29_XX0001,29
386448,12000,-4.662,-13.227,5.12,-0.07,6.062,0.649,29_XX0001,29
386449,12100,-4.806,-12.751,5.11,-0.29,5.768,0.642,29_XX0001,29
386450,12200,-4.927,-12.289,5.06,-0.52,5.522,0.649,29_XX0001,29
386451,12300,-5.023,-11.828,5,-0.71,5.31,0.682,29_XX0001,29
386452,12400,-5.092,-11.354,4.92,-0.82,5.119,0.75,29_XX0001,29
386453,12500,-5.131,-10.863,4.84,-0.86,4.939,0.857,29_XX0001,29
386454,12600,-5.14,-10.357,4.75,-0.93,4.767,0.995,29_XX0001,29
386455,12700,-5.124,-9.849,4.65,-1.08,4.599,1.151,29_XX0001,29
386456,12800,-5.089,-9.354,4.53,-1.32,4.429,1.308,29_XX0001,29
386457,12900,-5.041,-8.885,4.39,-1.61,4.25,1.449,29_XX0001,29
386458,13000,-4.984,-8.448,4.21,-1.88,4.061,1.562,29_XX0001,29
386459,13100,-4.92,-8.045,4.01,-2.04,3.875,1.645,29_XX0001,29
386460,13200,-4.849,-7.674,3.8,-2.09,3.709,1.702,29_XX0001,29
386461,13300,-4.77,-7.33,3.6,-2.02,3.582,1.738,29_XX0001,29
386462,13400,-4.683,-7.01,3.4,-1.89,3.498,1.754,29_XX0001,29
386463,13500,-4.587,-6.707,3.22,-1.68,3.452,1.749,29_XX0001,29
386464,13600,-4.481,-6.418,3.07,-1.31,3.437,1.722,29_XX0001,29
386465,13700,-4.366,-6.141,2.97,-0.73,3.453,1.676,29_XX0001,29
386466,13800,-4.24,-5.88,2.93,-0.08,3.504,1.621,29_XX0001,29
386467,13900,-4.111,-5.637,2.95,0.44,3.591,1.585,29_XX0001,29
386468,14000,-3.994,-5.403,3.01,0.72,3.701,1.607,29_XX0001,29
386469,14100,-3.906,-5.163,3.08,0.81,3.813,1.728,29_XX0001,29
386470,14200,-3.86,-4.893,3.17,0.81,3.906,1.969,29_XX0001,29
386471,14300,-3.852,-4.582,3.25,0.83,3.971,2.329,29_XX0001,29
386472,14400,-3.871,-4.23,3.33,0.89,3.806,2.784,29_XX0001,29
386473,14500,-3.902,-3.853,3.43,0.92,3.506,3.297,29_XX0001,29
386474,14600,-3.936,-3.468,3.51,0.78,3.251,3.836,29_XX0001,29
386475,14700,-3.965,-3.088,3.57,0.36,3.049,4.372,29_XX0001,29
386476,14800,-3.986,-2.718,3.58,-0.2,2.91,4.305,29_XX0001,29
386477,14900,-3.997,-2.357,3.54,-0.67,2.84,4.147,29_XX0001,29
386478,15000,-3.999,-2.004,3.45,-0.9,2.836,4.01,29_XX0001,29
386479,15100,-3.993,-1.659,3.36,-0.88,2.89,3.894,29_XX0001,29
386480,15200,-3.982,-1.326,3.28,-0.7,2.991,3.8,29_XX0001,29
386481,15300,-3.974,-1.006,3.22,-0.52,3.126,3.729,29_XX0001,29
386482,15400,-3.976,-0.699,3.18,-0.43,3.288,3.69,29_XX0001,29
386483,15500,-3.992,-0.404,3.13,-0.46,3.472,3.688,29_XX0001,29
386484,15600,-4.023,-0.111,3.08,-0.54,3.677,3.725,29_XX0001,29
386485,15700,-4.065,0.187,3.03,-0.57,3.903,3.801,29_XX0001,29
386486,15800,-4.113,0.494,2.97,-0.53,4.142,3.907,29_XX0001,29
386487,15900,-4.165,0.805,2.92,-0.49,4.381,4.038,29_XX0001,29
386488,16000,-4.221,1.11,2.87,-0.51,4.606,4.189,29_XX0001,29
386489,16100,-4.282,1.398,2.81,-0.63,4.803,4.358,29_XX0001,29
386490,16200,-4.35,1.667,2.74,-0.81,4.97,4.546,29_XX0001,29
386491,16300,-4.424,1.921,2.65,-0.96,5.11,4.75,29_XX0001,29
386492,16400,-4.503,2.164,2.55,-1.03,5.227,4.962,29_XX0001,29
386493,16500,-4.585,2.398,2.45,-1.06,5.323,5.173,29_XX0001,29
386494,16600,-4.669,2.621,2.34,-1.08,5.397,5.376,29_XX0001,29
386495,16700,-4.756,2.832,2.23,-1.1,5.448,5.57,29_XX0001,29
386496,16800,-4.846,3.035,2.12,-1.08,5.477,5.759,29_XX0001,29
386497,16900,-4.938,3.229,2.02,-0.95,5.483,5.82,29_XX0001,29
386498,17000,-5.03,3.412,1.93,-0.74,5.463,5.717,29_XX0001,29
386499,17100,-5.118,3.578,1.87,-0.48,5.411,5.6,29_XX0001,29
386500,17200,-5.196,3.728,1.84,-0.21,5.322,5.465,29_XX0001,29
386501,17300,-5.263,3.867,1.83,0.08,5.204,5.32,29_XX0001,29
386502,17400,-5.318,4.01,1.86,0.42,5.068,5.179,29_XX0001,29
386503,17500,-5.363,4.165,1.92,0.75,4.93,5.057,29_XX0001,29
386504,17600,-5.405,4.338,2,0.97,4.806,4.964,29_XX0001,29
386505,17700,-5.453,4.526,2.11,1,4.713,4.908,29_XX0001,29
386506,17800,-5.514,4.731,2.2,0.82,4.664,4.895,29_XX0001,29
386507,17900,-5.594,4.958,2.27,0.49,4.669,4.928,29_XX0001,29
386508,18000,-5.687,5.204,2.3,0.13,4.724,5.004,29_XX0001,29
386509,18100,-5.787,5.461,2.29,-0.19,4.809,5.108,29_XX0001,29
386510,18200,-5.884,5.714,2.26,-0.48,4.897,5.213,29_XX0001,29
386511,18300,-5.971,5.946,2.2,-0.77,4.965,5.3,29_XX0001,29
386512,18400,-6.05,6.151,2.1,-1.09,5.004,5.36,29_XX0001,29
386513,18500,-6.126,6.328,1.98,-1.35,5.022,5.402,29_XX0001,29
386514,18600,-6.207,6.481,1.84,-1.45,5.029,5.434,29_XX0001,29
386515,18700,-6.299,6.613,1.69,-1.39,5.032,5.46,29_XX0001,29
386516,18800,-6.403,6.724,1.56,-1.2,5.031,5.476,29_XX0001,29
386517,18900,-6.518,6.815,1.45,-0.97,5.025,5.478,29_XX0001,29
386518,19000,-6.637,6.889,1.37,-0.68,5.015,5.468,29_XX0001,29
386519,19100,-6.757,6.948,1.32,-0.35,5,5.453,29_XX0001,29
386520,19200,-6.875,6.993,1.3,-0.05,4.984,5.439,29_XX0001,29
386521,19300,-6.99,7.019,1.31,0.18,4.97,5.421,29_XX0001,29
386522,19400,-7.099,7.019,1.33,0.34,4.964,5.387,29_XX0001,29
386523,19500,-7.203,6.985,1.37,0.43,4.974,5.324,29_XX0001,29
386524,19600,-7.301,6.914,1.42,0.53,5.008,5.226,29_XX0001,29
386525,19700,-7.396,6.809,1.48,0.68,5.071,5.094,29_XX0001,29
386526,19800,-7.487,6.677,1.56,0.89,5.169,4.937,29_XX0001,29
386527,19900,-7.571,6.526,1.66,1.1,5.297,4.762,29_XX0001,29
450716,0,0.784,0.577,0.61,1.08,1.006,7.8,06_XX0001,6
450717,100,0.842,0.589,0.83,2.34,1.079,7.739,06_XX0001,6
450718,200,0.927,0.596,1.08,2.5,1.17,7.704,06_XX0001,6
450719,300,1.045,0.593,1.33,2.57,1.276,7.721,06_XX0001,6
450720,400,1.2,0.572,1.59,2.6,1.397,7.818,06_XX0001,6
450721,500,1.387,0.529,1.85,2.36,1.529,7.846,06_XX0001,6
450722,600,1.6,0.463,2.06,1.99,1.674,7.639,06_XX0001,6
450723,700,1.828,0.379,2.25,1.84,1.832,7.417,06_XX0001,6
450724,800,2.064,0.283,2.43,1.65,2.005,7.187,06_XX0001,6
450725,900,2.303,0.183,2.58,1.43,2.193,6.948,06_XX0001,6
450726,1000,2.543,0.081,2.71,1.18,2.388,6.702,06_XX0001,6
450727,1100,2.786,-0.029,2.82,0.95,2.578,6.454,06_XX0001,6
450728,1200,3.031,-0.158,2.9,0.79,2.753,6.213,06_XX0001,6
450729,1300,3.28,-0.312,2.98,0.73,2.905,5.99,06_XX0001,6
450730,1400,3.534,-0.491,3.05,0.72,3.042,5.791,06_XX0001,6
450731,1500,3.794,-0.682,3.12,0.72,3.176,5.609,06_XX0001,6
450732,1600,4.061,-0.875,3.19,0.68,3.322,5.435,06_XX0001,6
450733,1700,4.333,-1.059,3.26,0.58,3.489,5.265,06_XX0001,6
450734,1800,4.613,-1.233,3.31,0.44,3.683,5.102,06_XX0001,6
450735,1900,4.899,-1.4,3.35,0.33,3.903,4.955,06_XX0001,6
450736,2000,5.192,-1.56,3.38,0.29,4.151,4.826,06_XX0001,6
450737,2100,5.492,-1.715,3.41,0.3,4.423,4.713,06_XX0001,6
450738,2200,5.797,-1.865,3.44,0.3,4.718,4.614,06_XX0001,6
450739,2300,6.108,-2.013,3.46,0.27,5.034,4.529,06_XX0001,6
450740,2400,6.423,-2.162,3.49,0.23,5.369,4.462,06_XX0001,6
450741,2500,6.742,-2.315,3.51,0.2,5.723,4.419,06_XX0001,6
450742,2600,7.063,-2.471,3.53,0.18,6.095,4.399,06_XX0001,6
450743,2700,7.387,-2.627,3.55,0.18,6.488,4.396,06_XX0001,6
450744,2800,7.714,-2.775,3.57,0.16,6.901,4.397,06_XX0001,6
450745,2900,8.043,-2.911,3.58,0.13,7.332,4.394,06_XX0001,6
450746,3000,8.376,-3.034,3.59,0.09,7.781,4.38,06_XX0001,6
450747,3100,8.714,-3.146,3.6,0.08,8.242,4.353,06_XX0001,6
450748,3200,9.056,-3.255,3.61,0.11,8.71,4.314,06_XX0001,6
450749,3300,9.4,-3.366,3.62,0.19,9.176,4.268,06_XX0001,6
450750,3400,9.744,-3.484,3.65,0.26,9.634,4.22,06_XX0001,6
450751,3500,10.085,-3.611,3.67,0.28,10.073,4.172,06_XX0001,6
450752,3600,10.424,-3.747,3.7,0.26,10.321,4.125,06_XX0001,6
450753,3700,10.764,-3.888,3.72,0.21,10.294,4.073,06_XX0001,6
450754,3800,11.109,-4.03,3.74,0.18,10.267,4.008,06_XX0001,6
450755,3900,11.462,-4.17,3.76,0.19,10.235,3.926,06_XX0001,6
450756,4000,11.819,-4.308,3.78,0.22,10.197,3.825,06_XX0001,6
450757,4100,12.176,-4.447,3.81,0.23,10.159,3.709,06_XX0001,6
450758,4200,12.53,-4.592,3.83,0.21,10.129,3.579,06_XX0001,6
450759,4300,12.879,-4.745,3.85,0.16,10.115,3.437,06_XX0001,6
450760,4400,13.223,-4.91,3.86,0.14,10.121,3.284,06_XX0001,6
450761,4500,13.564,-5.089,3.88,0.16,10.15,3.128,06_XX0001,6
450762,4600,13.897,-5.288,3.89,0.22,10.202,2.981,06_XX0001,6
450763,4700,14.218,-5.511,3.92,0.3,10.278,2.854,06_XX0001,6
450764,4800,14.521,-5.759,3.95,0.36,10.379,2.755,06_XX0001,6
450765,4900,14.806,-6.031,3.99,0.4,10.504,2.676,06_XX0001,6
450766,5000,15.075,-6.323,4.03,0.44,10.646,2.606,06_XX0001,6
450767,5100,15.337,-6.629,4.08,0.49,10.797,2.532,06_XX0001,6
450768,5200,15.596,-6.944,4.13,0.54,10.95,2.447,06_XX0001,6
450769,5300,15.853,-7.268,4.19,0.55,11.106,2.35,06_XX0001,6
450770,5400,16.106,-7.603,4.24,0.49,11.267,2.246,06_XX0001,6
450771,5500,16.352,-7.951,4.28,0.37,11.441,2.138,06_XX0001,6
450772,5600,16.592,-8.314,4.31,0.23,11.631,2.03,06_XX0001,6
450773,5700,16.827,-8.689,4.33,0.12,11.834,1.921,06_XX0001,6
450774,5800,17.057,-9.072,4.34,0.1,12.043,1.81,06_XX0001,6
450775,5900,17.284,-9.457,4.35,0.15,12.249,1.694,06_XX0001,6
450776,6000,17.504,-9.839,4.37,0.25,12.448,1.574,06_XX0001,6
450777,6100,17.714,-10.216,4.4,0.41,12.641,1.449,06_XX0001,6
450778,6200,17.912,-10.592,4.45,0.67,12.834,1.319,06_XX0001,6
450779,6300,18.096,-10.974,4.54,1.05,13.037,1.183,06_XX0001,6
450780,6400,18.264,-11.371,4.67,1.49,13.087,1.043,06_XX0001,6
450781,6500,18.412,-11.791,4.84,1.9,12.938,0.911,06_XX0001,6
450782,6600,18.533,-12.242,5.04,2.18,12.765,0.807,06_XX0001,6
450783,6700,18.614,-12.73,5.27,2.29,12.563,0.752,06_XX0001,6
450784,6800,18.646,-13.261,5.49,2.21,12.326,0.755,06_XX0001,6
450785,6900,18.623,-13.834,5.71,1.97,12.054,0.812,06_XX0001,6
450786,7000,18.544,-14.44,5.89,1.61,11.748,0.915,06_XX0001,6
450787,7100,18.414,-15.064,6.03,1.17,11.407,1.06,06_XX0001,6
450788,7200,18.242,-15.691,6.12,0.67,11.032,1.245,06_XX0001,6
450789,7300,18.032,-16.307,6.16,0.13,10.637,1.459,06_XX0001,6
450790,7400,17.792,-16.902,6.14,-0.43,10.243,1.688,06_XX0001,6
450791,7500,17.525,-17.469,6.07,-0.94,9.865,1.918,06_XX0001,6
450792,7600,17.235,-18.002,5.96,-1.36,9.505,2.144,06_XX0001,6
450793,7700,16.924,-18.501,5.81,-1.66,9.158,2.371,06_XX0001,6
450794,7800,16.592,-18.967,5.63,-1.84,8.821,2.607,06_XX0001,6
450795,7900,16.241,-19.401,5.44,-1.96,8.494,2.855,06_XX0001,6
450796,8000,15.875,-19.801,5.24,-2.07,8.179,3.102,06_XX0001,6
450797,8100,15.501,-20.164,5.02,-2.24,7.881,3.328,06_XX0001,6
450798,8200,15.123,-20.488,4.79,-2.42,7.602,3.518,06_XX0001,6
450799,8300,14.745,-20.773,4.54,-2.5,7.345,3.67,06_XX0001,6
450800,8400,14.367,-21.02,4.29,-2.41,7.113,3.792,06_XX0001,6
450801,8500,13.994,-21.224,4.06,-2.16,6.912,3.46,06_XX0001,6
450802,8600,13.632,-21.376,3.86,-1.85,6.746,3.184,06_XX0001,6
450803,8700,13.289,-21.467,3.69,-1.55,6.616,2.982,06_XX0001,6
450804,8800,12.966,-21.493,3.55,-1.3,6.517,2.843,06_XX0001,6
450805,8900,12.657,-21.461,3.43,-1.07,6.442,2.753,06_XX0001,6
450806,9000,12.356,-21.383,3.34,-0.79,6.381,2.702,06_XX0001,6
450807,9100,12.055,-21.273,3.28,-0.43,6.326,2.682,06_XX0001,6
450808,9200,11.754,-21.141,3.26,-0.06,6.271,2.691,06_XX0001,6
450809,9300,11.456,-20.994,3.26,0.2,6.212,2.727,06_XX0001,6
450810,9400,11.164,-20.834,3.29,0.3,6.153,2.787,06_XX0001,6
450811,9500,10.879,-20.664,3.32,0.28,6.098,2.87,06_XX0001,6
450812,9600,10.601,-20.484,3.35,0.24,6.048,2.976,06_XX0001,6
450813,9700,10.331,-20.292,3.37,0.21,5.992,3.107,06_XX0001,6
450814,9800,10.068,-20.087,3.39,0.23,5.917,3.265,06_XX0001,6
450815,9900,9.813,-19.867,3.42,0.28,5.811,3.456,06_XX0001,6
450816,10000,9.565,-19.632,3.45,0.35,5.676,3.683,06_XX0001,6
450817,10100,9.32,-19.386,3.49,0.42,5.524,3.945,06_XX0001,6
450818,10200,9.079,-19.132,3.53,0.47,5.37,4.138,06_XX0001,6
450819,10300,8.839,-18.872,3.58,0.47,5.223,4.02,06_XX0001,6
450820,10400,8.6,-18.605,3.62,0.44,5.086,3.902,06_XX0001,6
450821,10500,8.363,-18.331,3.66,0.38,4.953,3.793,06_XX0001,6
450822,10600,8.127,-18.046,3.7,0.34,4.825,3.695,06_XX0001,6
450823,10700,7.895,-17.75,3.73,0.31,4.703,3.609,06_XX0001,6
450824,10800,7.667,-17.446,3.76,0.27,4.599,3.532,06_XX0001,6
450825,10900,7.446,-17.133,3.79,0.2,4.525,3.466,06_XX0001,6
450826,11000,7.234,-16.814,3.8,0.09,4.492,3.409,06_XX0001,6
450827,11100,7.032,-16.489,3.8,-0.05,4.505,3.365,06_XX0001,6
450828,11200,6.84,-16.158,3.79,-0.19,4.565,3.334,06_XX0001,6
450829,11300,6.656,-15.822,3.77,-0.29,4.665,3.322,06_XX0001,6
450830,11400,6.481,-15.483,3.73,-0.36,4.795,3.329,06_XX0001,6
450831,11500,6.314,-15.143,3.69,-0.4,4.943,3.358,06_XX0001,6
450832,11600,6.155,-14.807,3.65,-0.43,5.096,3.408,06_XX0001,6
450833,11700,6.006,-14.475,3.61,-0.43,5.248,3.472,06_XX0001,6
450834,11800,5.867,-14.147,3.57,-0.41,5.396,3.544,06_XX0001,6
450835,11900,5.737,-13.823,3.53,-0.35,5.538,3.617,06_XX0001,6
450836,12000,5.616,-13.501,3.5,-0.26,5.676,3.688,06_XX0001,6
450837,12100,5.503,-13.179,3.48,-0.15,5.809,3.753,06_XX0001,6
450838,12200,5.397,-12.856,3.47,-0.05,5.942,3.811,06_XX0001,6
450839,12300,5.297,-12.531,3.47,0.04,6.078,3.859,06_XX0001,6
450840,12400,5.2,-12.201,3.47,0.11,6.218,3.895,06_XX0001,6
450841,12500,5.104,-11.868,3.49,0.18,6.36,3.912,06_XX0001,6
