,Timestamp,X,Y,Snelheid,Acceleration,dist to closest home,dist to closest visitor,Naam,Shirt
772812,15600,9.251,9.243,2.37,0.12,16.239,2.656,14_XX0001,14
772813,15700,9.22,9.473,2.39,0.2,16.208,2.6,14_XX0001,14
772814,15800,9.2,9.709,2.41,0.29,16.191,2.546,14_XX0001,14
772815,15900,9.192,9.951,2.45,0.38,16.188,2.496,14_XX0001,14
772816,16000,9.193,10.197,2.49,0.44,16.202,2.452,14_XX0001,14
772817,16100,9.202,10.447,2.53,0.46,16.239,2.416,14_XX0001,14
772818,16200,9.215,10.701,2.58,0.43,16.298,2.388,14_XX0001,14
772819,16300,9.232,10.961,2.62,0.39,16.377,2.368,14_XX0001,14
772820,16400,9.252,11.226,2.66,0.36,16.471,2.356,14_XX0001,14
772821,16500,9.274,11.496,2.69,0.34,16.578,2.35,14_XX0001,14
772822,16600,9.301,11.769,2.72,0.33,16.699,2.348,14_XX0001,14
772823,16700,9.332,12.044,2.76,0.32,16.832,2.352,14_XX0001,14
772824,16800,9.369,12.32,2.79,0.3,16.979,2.366,14_XX0001,14
772825,16900,9.41,12.596,2.82,0.27,17.136,2.394,14_XX0001,14
772826,17000,9.458,12.873,2.84,0.23,17.304,2.442,14_XX0001,14
772827,17100,9.511,13.152,2.86,0.21,17.482,2.515,14_XX0001,14
772828,17200,9.569,13.433,2.88,0.21,17.445,2.619,14_XX0001,14
772829,17300,9.63,13.718,2.91,0.24,17.386,2.752,14_XX0001,14
772830,17400,9.69,14.006,2.93,0.27,17.325,2.902,14_XX0001,14
772831,17500,9.747,14.296,2.96,0.29,17.261,3.059,14_XX0001,14
772832,17600,9.803,14.586,2.99,0.26,17.194,3.211,14_XX0001,14
772833,17700,9.863,14.878,3.01,0.18,17.13,3.36,14_XX0001,14
772834,17800,9.929,15.171,3.02,0.06,17.072,3.51,14_XX0001,14
772835,17900,10.004,15.467,3.02,-0.08,17.024,3.671,14_XX0001,14
772836,18000,10.087,15.765,3.01,-0.22,16.987,3.85,14_XX0001,14
772837,18100,10.174,16.065,2.98,-0.37,16.963,4.048,14_XX0001,14
772838,18200,10.26,16.363,2.93,-0.54,16.949,4.261,14_XX0001,14
772839,18300,10.343,16.655,2.87,-0.72,16.943,4.483,14_XX0001,14
772840,18400,10.421,16.938,2.79,-0.92,16.941,4.707,14_XX0001,14
772841,18500,10.494,17.209,2.69,-1.1,16.942,4.928,14_XX0001,14
772842,18600,10.565,17.466,2.57,-1.25,16.946,5.145,14_XX0001,14
772843,18700,10.633,17.709,2.44,-1.37,16.951,5.358,14_XX0001,14
772844,18800,10.697,17.938,2.3,-1.49,16.956,5.564,14_XX0001,14
772845,18900,10.757,18.153,2.14,-1.61,16.959,5.755,14_XX0001,14
772846,19000,10.81,18.355,1.97,-1.71,16.96,5.923,14_XX0001,14
772847,19100,10.855,18.543,1.8,-1.73,16.961,6.063,14_XX0001,14
772848,19200,10.896,18.717,1.63,-1.65,16.968,6.179,14_XX0001,14
772849,19300,10.937,18.873,1.47,-1.48,16.989,6.276,14_XX0001,14
772850,19400,10.983,19.004,1.34,-1.25,17.031,6.358,14_XX0001,14
772851,19500,11.038,19.104,1.23,-0.95,17.093,6.43,14_XX0001,14
772852,19600,11.103,19.17,1.15,-0.63,17.169,6.493,14_XX0001,14
772853,19700,11.177,19.204,1.1,-0.3,17.25,6.544,14_XX0001,14
772854,19800,11.257,19.206,1.09,0.04,17.326,6.58,14_XX0001,14
772855,19900,11.337,19.179,1.11,0.4,17.393,6.591,14_XX0001,14
837044,0,4.366,-20.693,1.47,2.06,15.25,10.928,17_XX0001,17
837045,100,4.551,-20.663,1.89,4.24,15.372,10.812,17_XX0001,17
837046,200,4.789,-20.627,2.32,4.31,15.529,10.666,17_XX0001,17
837047,300,5.085,-20.587,2.75,4.33,15.725,10.487,17_XX0001,17
837048,400,5.434,-20.544,3.18,4.33,15.958,10.28,17_XX0001,17
837049,500,5.824,-20.502,3.61,3.43,16.219,10.049,17_XX0001,17
837050,600,6.238,-20.462,3.85,2.14,16.497,9.801,17_XX0001,17
837051,700,6.665,-20.422,4.04,1.52,16.784,9.543,17_XX0001,17
837052,800,7.095,-20.383,4.16,0.89,17.071,9.29,17_XX0001,17
837053,900,7.527,-20.345,4.22,0.34,17.354,9.057,17_XX0001,17
837054,1000,7.957,-20.31,4.23,-0.07,17.63,8.861,17_XX0001,17
837055,1100,8.385,-20.279,4.21,-0.34,17.901,8.711,17_XX0001,17
837056,1200,8.81,-20.252,4.17,-0.48,18.166,8.606,17_XX0001,17
837057,1300,9.228,-20.226,4.11,-0.55,18.428,8.539,17_XX0001,17
837058,1400,9.639,-20.2,4.06,-0.59,18.683,8.492,17_XX0001,17
837059,1500,10.041,-20.172,4,-0.62,18.926,8.447,17_XX0001,17
837060,1600,10.434,-20.143,3.93,-0.67,19.154,8.392,17_XX0001,17
837061,1700,10.819,-20.113,3.86,-0.74,19.366,8.321,17_XX0001,17
837062,1800,11.198,-20.084,3.78,-0.81,19.564,8.24,17_XX0001,17
837063,1900,11.573,-20.056,3.7,-0.86,19.752,8,17_XX0001,17
837064,2000,11.944,-20.028,3.61,-0.88,19.664,7.699,17_XX0001,17
837065,2100,12.308,-19.999,3.53,-0.87,19.514,7.428,17_XX0001,17
837066,2200,12.661,-19.968,3.44,-0.85,19.361,7.195,17_XX0001,17
837067,2300,13.001,-19.933,3.36,-0.82,19.2,7.006,17_XX0001,17
837068,2400,13.327,-19.893,3.28,-0.79,19.028,6.863,17_XX0001,17
837069,2500,13.64,-19.847,3.2,-0.72,18.84,6.76,17_XX0001,17
837070,2600,13.943,-19.8,3.13,-0.62,18.644,6.69,17_XX0001,17
837071,2700,14.24,-19.758,3.08,-0.5,18.451,6.642,17_XX0001,17
837072,2800,14.535,-19.731,3.03,-0.37,18.277,6.607,17_XX0001,17
837073,2900,14.831,-19.725,3,-0.28,18.132,6.582,17_XX0001,17
837074,3000,15.126,-19.742,2.98,-0.24,18.02,6.565,17_XX0001,17
837075,3100,15.42,-19.782,2.95,-0.26,17.936,6.559,17_XX0001,17
837076,3200,15.714,-19.837,2.92,-0.33,17.869,6.568,17_XX0001,17
837077,3300,16.006,-19.899,2.89,-0.43,17.804,6.556,17_XX0001,17
837078,3400,16.296,-19.961,2.84,-0.55,17.732,6.452,17_XX0001,17
837079,3500,16.581,-20.018,2.77,-0.69,17.646,6.341,17_XX0001,17
837080,3600,16.858,-20.074,2.7,-0.85,17.549,6.223,17_XX0001,17
837081,3700,17.122,-20.138,2.6,-1.04,17.449,6.101,17_XX0001,17
837082,3800,17.366,-20.222,2.49,-1.18,17.358,5.983,17_XX0001,17
837083,3900,17.585,-20.334,2.37,-1.18,17.285,5.874,17_XX0001,17
837084,4000,17.771,-20.476,2.26,-0.95,17.229,5.772,17_XX0001,17
837085,4100,17.917,-20.642,2.19,-0.51,17.181,5.672,17_XX0001,17
837086,4200,18.018,-20.819,2.16,0.07,17.129,5.563,17_XX0001,17
837087,4300,18.071,-20.997,2.2,0.69,17.061,5.432,17_XX0001,17
837088,4400,18.076,-21.173,2.3,1.29,16.972,5.265,17_XX0001,17
837089,4500,18.032,-21.349,2.46,1.83,16.862,5.057,17_XX0001,17
837090,4600,17.936,-21.533,2.66,2.27,16.739,4.808,17_XX0001,17
837091,4700,17.791,-21.734,2.91,2.56,16.538,4.531,17_XX0001,17
837092,4800,17.599,-21.959,3.17,2.63,15.887,4.242,17_XX0001,17
837093,4900,17.366,-22.214,3.43,2.44,15.206,3.965,17_XX0001,17
837094,5000,17.099,-22.499,3.65,2.01,14.505,3.718,17_XX0001,17
837095,5100,16.808,-22.812,3.83,1.43,13.796,3.516,17_XX0001,17
837096,5200,16.508,-23.144,3.94,0.82,13.094,3.366,17_XX0001,17
837097,5300,16.216,-23.485,3.99,0.29,12.418,3.259,17_XX0001,17
837098,5400,15.948,-23.826,4,-0.1,11.784,3.18,17_XX0001,17
837099,5500,15.717,-24.161,3.98,-0.24,11.209,3.111,17_XX0001,17
837100,5600,15.529,-24.492,3.96,-0.09,10.7,3.037,17_XX0001,17
837101,5700,15.384,-24.821,3.97,0.36,10.26,2.953,17_XX0001,17
837102,5800,15.277,-25.154,4.03,0.98,9.884,2.861,17_XX0001,17
837103,5900,15.198,-25.498,4.16,1.58,9.566,2.765,17_XX0001,17
837104,6000,15.138,-25.863,4.34,1.95,9.298,2.674,17_XX0001,17
837105,6100,15.081,-26.266,4.55,2,9.069,2.598,17_XX0001,17
837106,6200,15.014,-26.719,4.74,1.73,8.87,2.548,17_XX0001,17
837107,6300,14.929,-27.227,4.88,1.19,8.699,2.536,17_XX0001,17
837108,6400,14.827,-27.781,4.97,0.44,8.558,2.562,17_XX0001,17
837109,6500,14.72,-28.358,4.97,-0.52,8.456,2.62,17_XX0001,17
837110,6600,14.621,-28.932,4.86,-1.7,8.398,2.698,17_XX0001,17
837111,6700,14.542,-29.477,4.62,-3.06,8.382,2.785,17_XX0001,17
837112,6800,14.487,-29.972,4.25,-4.44,8.401,2.879,17_XX0001,17
837113,6900,14.452,-30.407,3.74,-5.54,8.443,2.988,17_XX0001,17
837114,7000,14.429,-30.775,3.18,-5.26,8.497,3.131,17_XX0001,17
837115,7100,14.412,-31.073,2.69,-4.44,8.552,3.319,17_XX0001,17
837116,7200,14.396,-31.294,2.3,-3.51,8.601,3.55,17_XX0001,17
837117,7300,14.384,-31.433,1.99,-2.51,8.643,3.806,17_XX0001,17
837118,7400,14.384,-31.489,1.79,-1.48,8.686,4.062,17_XX0001,17
837119,7500,14.402,-31.467,1.7,-0.47,8.742,4.296,17_XX0001,17
837120,7600,14.443,-31.381,1.7,0.49,8.827,4.499,17_XX0001,17
837121,7700,14.507,-31.244,1.79,1.42,8.956,4.67,17_XX0001,17
837122,7800,14.592,-31.066,1.98,2.29,9.135,4.811,17_XX0001,17
837123,7900,14.698,-30.854,2.25,2.99,9.371,4.921,17_XX0001,17
837124,8000,14.822,-30.612,2.54,2.53,9.664,4.999,17_XX0001,17
837125,8100,14.96,-30.347,2.76,1.83,10.017,5.044,17_XX0001,17
837126,8200,15.107,-30.065,2.91,1.25,9.578,4.766,17_XX0001,17
837127,8300,15.256,-29.776,3.01,0.77,9.017,4.436,17_XX0001,17
837128,8400,15.401,-29.485,3.07,0.37,8.528,4.099,17_XX0001,17
837129,8500,15.54,-29.197,3.09,0.05,8.121,3.763,17_XX0001,17
837130,8600,15.669,-28.912,3.08,-0.17,7.806,3.436,17_XX0001,17
837131,8700,15.786,-28.632,3.05,-0.28,7.587,3.122,17_XX0001,17
837132,8800,15.89,-28.353,3.02,-0.3,7.458,2.826,17_XX0001,17
837133,8900,15.98,-28.075,3,-0.28,7.402,2.554,17_XX0001,17
837134,9000,16.057,-27.793,2.97,-0.24,7.402,2.312,17_XX0001,17
837135,9100,16.121,-27.508,2.95,-0.21,7.444,2.107,17_XX0001,17
837136,9200,16.173,-27.219,2.93,-0.17,7.515,1.939,17_XX0001,17
837137,9300,16.215,-26.926,2.91,-0.13,7.606,1.808,17_XX0001,17
837138,9400,16.246,-26.632,2.9,-0.07,7.71,1.709,17_XX0001,17
837139,9500,16.265,-26.339,2.9,-0.02,7.824,1.637,17_XX0001,17
837140,9600,16.271,-26.049,2.9,0.02,7.945,1.589,17_XX0001,17
837141,9700,16.264,-25.764,2.9,0.05,8.071,1.561,17_XX0001,17
837142,9800,16.246,-25.483,2.91,0.08,8.202,1.553,17_XX0001,17
837143,9900,16.218,-25.201,2.92,0.1,8.335,1.564,17_XX0001,17
837144,10000,16.186,-24.916,2.93,0.13,8.471,1.597,17_XX0001,17
837145,10100,16.151,-24.626,2.94,0.17,8.609,1.654,17_XX0001,17
837146,10200,16.113,-24.331,2.96,0.22,8.747,1.738,17_XX0001,17
837147,10300,16.073,-24.031,2.99,0.24,8.885,1.847,17_XX0001,17
837148,10400,16.028,-23.73,3.01,0.23,9.024,1.977,17_XX0001,17
837149,10500,15.982,-23.428,3.03,0.19,9.167,2.119,17_XX0001,17
837150,10600,15.935,-23.127,3.05,0.13,9.316,2.264,17_XX0001,17
837151,10700,15.892,-22.825,3.06,0.07,9.472,2.406,17_XX0001,17
837152,10800,15.856,-22.522,3.06,0.04,9.635,2.539,17_XX0001,17
837153,10900,15.827,-22.217,3.07,0.03,9.802,2.662,17_XX0001,17
837154,11000,15.804,-21.91,3.07,0.04,9.971,2.774,17_XX0001,17
837155,11100,15.789,-21.603,3.07,0.08,10.14,2.877,17_XX0001,17
837156,11200,15.78,-21.295,3.08,0.13,10.311,2.973,17_XX0001,17
837157,11300,15.778,-20.987,3.1,0.19,10.483,3.064,17_XX0001,17
837158,11400,15.785,-20.68,3.12,0.27,10.657,3.152,17_XX0001,17
837159,11500,15.802,-20.373,3.15,0.36,10.834,3.239,17_XX0001,17
837160,11600,15.83,-20.063,3.19,0.44,11.01,3.333,17_XX0001,17
837161,11700,15.868,-19.75,3.24,0.49,11.184,3.436,17_XX0001,17
837162,11800,15.914,-19.433,3.29,0.49,11.353,3.551,17_XX0001,17
837163,11900,15.969,-19.108,3.34,0.43,11.516,3.681,17_XX0001,17
837164,12000,16.031,-18.775,3.37,0.29,11.674,3.824,17_XX0001,17
837165,12100,16.098,-18.434,3.39,0.12,11.826,3.978,17_XX0001,17
837166,12200,16.167,-18.085,3.4,-0.07,11.973,4.141,17_XX0001,17
837167,12300,16.235,-17.734,3.38,-0.23,12.113,4.307,17_XX0001,17
837168,12400,16.296,-17.385,3.35,-0.35,12.247,4.472,17_XX0001,17
837169,12500,16.348,-17.045,3.31,-0.44,12.379,4.636,17_XX0001,17
837170,12600,16.389,-16.716,3.27,-0.48,12.512,4.798,17_XX0001,17
837171,12700,16.419,-16.4,3.22,-0.48,12.648,4.819,17_XX0001,17
837172,12800,16.439,-16.095,3.17,-0.43,12.793,4.781,17_XX0001,17
837173,12900,16.453,-15.796,3.13,-0.33,12.95,4.755,17_XX0001,17
837174,13000,16.463,-15.498,3.11,-0.2,13.019,4.721,17_XX0001,17
837175,13100,16.472,-15.196,3.09,-0.08,13.056,4.663,17_XX0001,17
837176,13200,16.477,-14.89,3.09,0,13.092,4.575,17_XX0001,17
837177,13300,16.477,-14.578,3.09,0,13.13,4.462,17_XX0001,17
837178,13400,16.472,-14.262,3.09,-0.05,13.168,4.335,17_XX0001,17
837179,13500,16.463,-13.944,3.08,-0.13,13.209,4.2,17_XX0001,17
837180,13600,16.455,-13.626,3.06,-0.19,13.256,4.064,17_XX0001,17
837181,13700,16.448,-13.312,3.04,-0.21,13.311,3.931,17_XX0001,17
837182,13800,16.44,-13.006,3.02,-0.2,13.374,3.803,17_XX0001,17
837183,13900,16.424,-12.709,3,-0.19,13.437,3.684,17_XX0001,17
837184,14000,16.394,-12.421,2.99,-0.16,13.49,3.574,17_XX0001,17
837185,14100,16.344,-12.141,2.97,-0.13,13.528,3.468,17_XX0001,17
837186,14200,16.277,-11.862,2.96,-0.08,13.55,3.354,17_XX0001,17
837187,14300,16.196,-11.582,2.95,-0.02,13.562,3.222,17_XX0001,17
837188,14400,16.106,-11.299,2.96,0.01,13.567,3.068,17_XX0001,17
837189,14500,16.013,-11.014,2.96,-0.03,13.566,2.891,17_XX0001,17
837190,14600,15.917,-10.727,2.95,-0.17,13.56,2.691,17_XX0001,17
837191,14700,15.821,-10.439,2.92,-0.39,13.547,2.471,17_XX0001,17
837192,14800,15.726,-10.152,2.87,-0.63,13.529,2.234,17_XX0001,17
837193,14900,15.631,-9.87,2.79,-0.84,13.507,1.985,17_XX0001,17
837194,15000,15.533,-9.597,2.7,-1.01,13.484,1.732,17_XX0001,17
837195,15100,15.43,-9.342,2.59,-1.14,13.458,1.489,17_XX0001,17
837196,15200,15.321,-9.107,2.47,-1.24,13.429,1.271,17_XX0001,17
837197,15300,15.211,-8.893,2.35,-1.32,13.403,1.092,17_XX0001,17
837198,15400,15.108,-8.695,2.21,-1.34,13.383,0.961,17_XX0001,17
837199,15500,15.021,-8.507,2.08,-1.27,13.378,0.884,17_XX0001,17
837200,15600,14.949,-8.326,1.96,-1.13,13.39,0.864,17_XX0001,17
837201,15700,14.891,-8.151,1.86,-0.94,13.422,0.896,17_XX0001,17
837202,15800,14.839,-7.986,1.77,-0.76,12.944,0.966,17_XX0001,17
837203,15900,14.787,-7.829,1.7,-0.61,13.09,1.054,17_XX0001,17
837204,16000,14.732,-7.681,1.65,-0.52,13.229,1.149,17_XX0001,17
837205,16100,14.672,-7.539,1.6,-0.47,13.361,1.242,17_XX0001,17
837206,16200,14.606,-7.398,1.55,-0.42,13.491,1.333,17_XX0001,17
837207,16300,14.534,-7.26,1.51,-0.36,13.617,1.423,17_XX0001,17
837208,16400,14.456,-7.127,1.48,-0.29,13.738,1.513,17_XX0001,17
837209,16500,14.372,-7.001,1.46,-0.23,13.85,1.607,17_XX0001,17
837210,16600,14.282,-6.886,1.44,-0.17,13.805,1.703,17_XX0001,17
837211,16700,14.189,-6.782,1.42,-0.11,13.708,1.803,17_XX0001,17
837212,16800,14.095,-6.685,1.41,-0.06,13.598,1.906,17_XX0001,17
837213,16900,14.002,-6.593,1.41,-0.01,13.486,2.012,17_XX0001,17
837214,17000,13.911,-6.498,1.41,0.03,13.379,2.12,17_XX0001,17
837215,17100,13.822,-6.395,1.42,0.06,13.279,2.23,17_XX0001,17
837216,17200,13.735,-6.284,1.42,0.07,13.187,2.342,17_XX0001,17
837217,17300,13.649,-6.165,1.43,0.06,13.102,2.457,17_XX0001,17
837218,17400,13.56,-6.042,1.43,0.04,13.021,2.571,17_XX0001,17
837219,17500,13.468,-5.921,1.44,0.02,12.941,2.684,17_XX0001,17
837220,17600,13.372,-5.805,1.44,-0.02,12.86,2.794,17_XX0001,17
837221,17700,13.274,-5.697,1.43,-0.08,12.777,2.901,17_XX0001,17
837222,17800,13.175,-5.596,1.42,-0.15,12.691,3.005,17_XX0001,17
837223,17900,13.079,-5.498,1.4,-0.21,12.603,3.111,17_XX0001,17
837224,18000,12.987,-5.399,1.38,-0.25,12.516,3.222,17_XX0001,17
837225,18100,12.899,-5.297,1.35,-0.26,12.429,3.339,17_XX0001,17
837226,18200,12.813,-5.191,1.33,-0.26,12.34,3.458,17_XX0001,17
837227,18300,12.725,-5.088,1.3,-0.26,12.243,3.576,17_XX0001,17
837228,18400,12.633,-4.991,1.28,-0.27,12.137,3.687,17_XX0001,17
837229,18500,12.537,-4.904,1.25,-0.3,12.023,3.79,17_XX0001,17
837230,18600,12.439,-4.829,1.22,-0.32,11.907,3.882,17_XX0001,17
837231,18700,12.338,-4.764,1.18,-0.3,11.791,3.968,17_XX0001,17
837232,18800,12.238,-4.707,1.16,-0.26,11.679,4.05,17_XX0001,17
837233,18900,12.14,-4.654,1.13,-0.24,11.573,4.134,17_XX0001,17
837234,19000,12.049,-4.6,1.11,-0.24,11.476,4.226,17_XX0001,17
837235,19100,11.965,-4.537,1.08,-0.25,11.389,4.333,17_XX0001,17
837236,19200,11.89,-4.465,1.06,-0.29,11.312,4.459,17_XX0001,17
837237,19300,11.819,-4.384,1.03,-0.32,11.238,4.602,17_XX0001,17
837238,19400,11.749,-4.3,0.99,-0.36,11.165,4.755,17_XX0001,17
837239,19500,11.679,-4.221,0.95,-0.42,11.086,4.904,17_XX0001,17
837240,19600,11.607,-4.152,0.91,-0.49,11.002,5.034,17_XX0001,17
837241,19700,11.535,-4.094,0.86,-0.55,10.911,5.138,17_XX0001,17
837242,19800,11.463,-4.048,0.8,-0.56,10.814,5.215,17_XX0001,17
837243,19900,11.395,-4.012,0.75,-0.48,10.713,5.27,17_XX0001,17
901432,0,45.032,-0.712,0.19,0.21,44.267,23.761,26_XX0002,26
901433,100,45.056,-0.707,0.23,0.38,44.233,23.8,26_XX0002,26
901434,200,45.088,-0.698,0.26,0.35,44.18,23.853,26_XX0002,26
901435,300,45.126,-0.683,0.3,0.32,44.099,23.922,26_XX0002,26
901436,400,45.165,-0.662,0.33,0.28,43.983,24.006,26_XX0002,26
901437,500,45.199,-0.634,0.35,0.13,43.827,24.1,26_XX0002,26
901438,600,45.221,-0.6,0.35,-0.02,43.634,24.197,26_XX0002,26
901439,700,45.229,-0.565,0.35,-0.03,43.377,24.294,26_XX0002,26
901440,800,45.224,-0.532,0.35,-0.06,42.987,24.388,26_XX0002,26
901441,900,45.21,-0.505,0.34,-0.09,42.587,24.481,26_XX0002,26
901442,1000,45.189,-0.489,0.33,-0.07,42.179,24.577,26_XX0002,26
901443,1100,45.165,-0.487,0.33,0.05,41.767,24.676,26_XX0002,26
901444,1200,45.136,-0.496,0.34,0.25,41.351,24.776,26_XX0002,26
901445,1300,45.103,-0.511,0.38,0.45,40.935,24.875,26_XX0002,26
901446,1400,45.068,-0.523,0.43,0.6,40.526,24.973,26_XX0002,26
901447,1500,45.034,-0.522,0.49,0.66,40.132,25.072,26_XX0002,26
901448,1600,45.003,-0.5,0.56,0.59,39.76,25.174,26_XX0002,26
901449,1700,44.979,-0.455,0.61,0.46,39.412,25.28,26_XX0002,26
901450,1800,44.961,-0.388,0.65,0.37,39.088,25.388,26_XX0002,26
901451,1900,44.946,-0.306,0.69,0.38,38.779,25.494,26_XX0002,26
901452,2000,44.929,-0.218,0.73,0.43,38.477,25.592,26_XX0002,26
901453,2100,44.904,-0.132,0.77,0.43,38.173,25.673,26_XX0002,26
901454,2200,44.868,-0.058,0.81,0.37,37.864,25.729,26_XX0002,26
901455,2300,44.819,0.001,0.85,0.3,37.546,25.75,26_XX0002,26
901456,2400,44.758,0.042,0.87,0.25,37.22,25.728,26_XX0002,26
901457,2500,44.687,0.068,0.9,0.23,36.886,25.658,26_XX0002,26
901458,2600,44.606,0.081,0.92,0.24,36.545,25.538,26_XX0002,26
901459,2700,44.515,0.084,0.94,0.23,36.198,25.371,26_XX0002,26
901460,2800,44.413,0.082,0.97,0.21,35.85,25.16,26_XX0002,26
901461,2900,44.303,0.079,0.99,0.15,35.389,24.914,26_XX0002,26
901462,3000,44.189,0.076,1,0.05,34.903,24.64,26_XX0002,26
901463,3100,44.076,0.073,0.99,-0.09,34.415,24.349,26_XX0002,26
901464,3200,43.97,0.068,0.98,-0.27,33.932,24.045,26_XX0002,26
901465,3300,43.871,0.058,0.94,-0.47,33.454,23.736,26_XX0002,26
901466,3400,43.781,0.039,0.88,-0.65,32.984,23.425,26_XX0002,26
901467,3500,43.7,0.013,0.81,-0.78,32.52,23.115,26_XX0002,26
901468,3600,43.625,-0.018,0.73,-0.86,32.06,22.809,26_XX0002,26
901469,3700,43.558,-0.05,0.64,-0.89,31.605,22.506,26_XX0002,26
901470,3800,43.501,-0.08,0.55,-0.84,31.152,22.209,26_XX0002,26
901471,3900,43.453,-0.105,0.48,-0.66,30.702,21.918,26_XX0002,26
901472,4000,43.416,-0.125,0.42,-0.44,30.255,21.636,26_XX0002,26
901473,4100,43.39,-0.14,0.39,-0.22,29.811,21.367,26_XX0002,26
901474,4200,43.376,-0.152,0.38,0.01,29.375,21.119,26_XX0002,26
901475,4300,43.375,-0.162,0.39,0.26,28.949,20.897,26_XX0002,26
901476,4400,43.388,-0.171,0.43,0.5,28.537,20.708,26_XX0002,26
901477,4500,43.418,-0.179,0.49,0.73,28.14,20.553,26_XX0002,26
901478,4600,43.465,-0.187,0.57,0.95,27.761,20.431,26_XX0002,26
901479,4700,43.528,-0.194,0.68,1.14,27.399,20.336,26_XX0002,26
901480,4800,43.606,-0.2,0.8,1.22,27.056,20.263,26_XX0002,26
901481,4900,43.697,-0.207,0.92,1.12,26.733,20.208,26_XX0002,26
901482,5000,43.801,-0.213,1.02,0.93,26.428,20.169,26_XX0002,26
901483,5100,43.915,-0.218,1.1,0.7,26.14,20.148,26_XX0002,26
901484,5200,44.038,-0.219,1.16,0.5,25.867,20.143,26_XX0002,26
901485,5300,44.17,-0.216,1.21,0.37,25.607,20.156,26_XX0002,26
901486,5400,44.304,-0.209,1.24,0.27,25.357,20.183,26_XX0002,26
901487,5500,44.438,-0.202,1.26,0.17,25.114,20.219,26_XX0002,26
901488,5600,44.567,-0.203,1.27,0.05,24.877,20.255,26_XX0002,26
901489,5700,44.69,-0.219,1.27,-0.08,24.645,20.288,26_XX0002,26
901490,5800,44.806,-0.251,1.25,-0.21,24.421,20.315,26_XX0002,26
901491,5900,44.92,-0.297,1.23,-0.29,24.205,20.335,26_XX0002,26
901492,6000,45.034,-0.351,1.2,-0.3,24.002,20.347,26_XX0002,26
901493,6100,45.147,-0.406,1.17,-0.28,23.812,20.351,26_XX0002,26
901494,6200,45.255,-0.462,1.14,-0.28,23.635,20.345,26_XX0002,26
901495,6300,45.355,-0.521,1.11,-0.31,23.468,20.327,26_XX0002,26
901496,6400,45.443,-0.585,1.08,-0.36,23.31,20.295,26_XX0002,26
901497,6500,45.518,-0.658,1.04,-0.39,23.163,20.252,26_XX0002,26
901498,6600,45.58,-0.736,1,-0.4,23.03,20.202,26_XX0002,26
901499,6700,45.633,-0.815,0.96,-0.4,22.916,20.149,26_XX0002,26
901500,6800,45.682,-0.893,0.92,-0.39,22.826,20.102,26_XX0002,26
901501,6900,45.728,-0.969,0.88,-0.39,22.761,20.065,26_XX0002,26
901502,7000,45.774,-1.044,0.84,-0.39,22.72,20.043,26_XX0002,26
901503,7100,45.819,-1.118,0.81,-0.37,22.701,20.037,26_XX0002,26
901504,7200,45.865,-1.186,0.77,-0.32,22.704,20.049,26_XX0002,26
901505,7300,45.91,-1.248,0.74,-0.25,22.73,20.078,26_XX0002,26
901506,7400,45.955,-1.302,0.72,-0.19,22.778,20.125,26_XX0002,26
901507,7500,45.998,-1.35,0.7,-0.13,22.848,20.185,26_XX0002,26
901508,7600,46.036,-1.399,0.69,-0.08,22.937,20.256,26_XX0002,26
901509,7700,46.066,-1.451,0.69,-0.03,23.041,20.336,26_XX0002,26
901510,7800,46.088,-1.511,0.69,0.04,23.158,20.422,26_XX0002,26
901511,7900,46.099,-1.577,0.7,0.11,23.286,20.516,26_XX0002,26
901512,8000,46.102,-1.649,0.71,0.2,23.425,20.616,26_XX0002,26
901513,8100,46.097,-1.724,0.74,0.3,23.576,20.725,26_XX0002,26
901514,8200,46.084,-1.799,0.77,0.41,23.737,20.846,26_XX0002,26
901515,8300,46.063,-1.873,0.82,0.5,23.906,20.977,26_XX0002,26
901516,8400,46.033,-1.944,0.87,0.56,24.08,21.117,26_XX0002,26
901517,8500,45.991,-2.012,0.93,0.58,24.248,21.257,26_XX0002,26
901518,8600,45.934,-2.077,0.99,0.58,24.4,21.391,26_XX0002,26
901519,8700,45.86,-2.138,1.04,0.56,24.529,21.515,26_XX0002,26
901520,8800,45.768,-2.197,1.1,0.53,24.628,21.628,26_XX0002,26
901521,8900,45.66,-2.251,1.15,0.47,24.697,21.735,26_XX0002,26
901522,9000,45.54,-2.3,1.19,0.38,24.739,21.84,26_XX0002,26
901523,9100,45.414,-2.343,1.22,0.26,24.765,21.947,26_XX0002,26
901524,9200,45.285,-2.379,1.24,0.13,24.786,22.06,26_XX0002,26
901525,9300,45.156,-2.407,1.25,0.03,24.816,22.18,26_XX0002,26
901526,9400,45.03,-2.424,1.25,-0.04,24.863,22.309,26_XX0002,26
901527,9500,44.908,-2.428,1.24,-0.07,24.93,22.452,26_XX0002,26
901528,9600,44.79,-2.416,1.24,-0.08,25.016,22.606,26_XX0002,26
901529,9700,44.676,-2.391,1.23,-0.09,25.117,22.77,26_XX0002,26
901530,9800,44.565,-2.354,1.22,-0.09,25.227,22.937,26_XX0002,26
901531,9900,44.454,-2.31,1.21,-0.09,25.34,23.101,26_XX0002,26
901532,10000,44.34,-2.262,1.2,-0.08,25.454,23.257,26_XX0002,26
901533,10100,44.226,-2.209,1.19,-0.08,25.568,23.407,26_XX0002,26
