GPS timing ,Video time (s) ,Team,jersey n.,x,y,Run,Goal ,Possession/Turnover ,Pass
00:38:15.78,00:03:09.62,teamB,3,1.352526002,103.9336684,,,,
00:38:15.88,00:03:09.72,teamB,3,1.352526002,103.9336685,,,,
00:38:15.98,00:03:09.83,teamB,3,1.352525702,103.9336686,,,,
00:38:16.07,00:03:09.93,teamB,3,1.352525502,103.9336685,,,,
00:38:16.17,00:03:10.02,teamB,3,1.352525702,103.9336678,,,,
00:38:16.28,00:03:10.13,teamB,3,1.352525802,103.9336672,,,,
00:38:16.39,00:03:10.22,teamB,3,1.352525802,103.9336654,,,,
00:38:16.46,00:03:10.32,teamB,3,1.352526002,103.9336639,,,,
00:38:16.58,00:03:10.41,teamB,3,1.352526002,103.9336636,,,,
00:38:16.67,00:03:10.53,teamB,3,1.352526502,103.9336625,,,,
00:38:16.79,00:03:10.62,teamB,3,1.352527102,103.9336616,,,,
00:38:16.87,00:03:10.72,teamB,3,1.352527502,103.9336594,,,,
00:38:16.98,00:03:10.83,teamB,3,1.352528002,103.933657,,,,
00:38:17.08,00:03:10.93,teamB,3,1.352529202,103.9336549,,,,
00:38:17.19,00:03:11.01,teamB,3,1.352530402,103.9336526,,,,
00:38:17.28,00:03:11.13,teamB,3,1.352531402,103.9336502,,,,
00:38:17.38,00:03:11.22,teamB,3,1.352532502,103.9336481,,,,
00:38:17.48,00:03:11.32,teamB,3,1.352533202,103.9336449,,,,
00:38:17.57,00:03:11.41,teamB,3,1.352534302,103.9336423,,,,
00:38:17.67,00:03:11.53,teamB,3,1.352534602,103.9336399,,,,
00:38:17.78,00:03:11.63,teamB,3,1.352536002,103.9336385,,,,
00:38:17.89,00:03:11.72,teamB,3,1.352535902,103.9336363,,,,
00:38:17.96,00:03:11.84,teamB,3,1.352537102,103.9336341,,,,
00:38:18.08,00:03:11.93,teamB,3,1.352537302,103.933633,,,,
00:38:18.17,00:03:12.01,teamB,3,1.352537602,103.9336317,,,,
00:38:18.29,00:03:12.13,teamB,3,1.352538002,103.9336299,,,,
00:38:18.37,00:03:12.22,teamB,3,1.352538002,103.9336294,,,,
00:38:18.48,00:03:12.32,teamB,3,1.352538002,103.9336287,,,,
00:38:18.59,00:03:12.41,teamB,3,1.352538002,103.9336283,,,,
00:38:18.69,00:03:12.53,teamB,3,1.352537802,103.9336284,,,,
00:38:18.77,00:03:12.62,teamB,3,1.352537302,103.9336289,,,,
00:38:18.88,00:03:12.72,teamB,3,1.352538302,103.9336292,,,,
00:38:18.98,00:03:12.83,teamB,3,1.352538202,103.933629,,,,
00:38:19.07,00:03:12.93,teamB,3,1.352538402,103.9336291,,,,
00:38:19.17,00:03:13.01,teamB,3,1.352539302,103.9336295,,,,
00:38:19.28,00:03:13.12,teamB,3,1.352538402,103.9336298,,,,
00:38:19.39,00:03:13.22,teamB,3,1.352538202,103.9336299,,,,
00:38:19.46,00:03:13.31,teamB,3,1.352537902,103.9336302,,,,
00:38:19.58,00:03:13.41,teamB,3,1.352537702,103.9336309,,,,
00:38:19.67,00:03:13.54,teamB,3,1.352537602,103.9336315,,,,
00:38:19.79,00:03:13.63,teamB,3,1.352537202,103.9336319,,,,
00:38:19.87,00:03:13.72,teamB,3,1.352536902,103.9336325,,,,
00:38:19.98,00:03:13.82,teamB,3,1.352536602,103.9336329,,,,
00:38:20.09,00:03:13.94,teamB,3,1.352536302,103.933633,,,,
00:38:20.19,00:03:14.02,teamB,3,1.352536402,103.933633,,,,
00:38:20.28,00:03:14.14,teamB,3,1.352536802,103.933633,,,,
00:38:20.38,00:03:14.23,teamB,3,1.352536602,103.9336335,,,,
00:38:20.48,00:03:14.33,teamB,3,1.352536602,103.9336337,,,,
00:38:20.57,00:03:14.42,teamB,3,1.352536902,103.9336335,,,,
00:38:20.67,00:03:14.54,teamB,3,1.352537302,103.9336332,,,,
00:38:20.78,00:03:14.63,teamB,3,1.352538302,103.9336327,,,,
00:38:20.89,00:03:14.72,teamB,3,1.352538302,103.9336319,,,,
00:38:20.96,00:03:14.82,teamB,3,1.352539002,103.9336314,,,,
00:38:21.08,00:03:14.94,teamB,3,1.352539702,103.9336311,,,,
00:38:21.17,00:03:15.02,teamB,3,1.352540102,103.9336306,,,,
00:38:21.29,00:03:15.13,teamB,3,1.352540702,103.9336305,,,,
00:38:21.37,00:03:15.23,teamB,3,1.352541102,103.9336304,,,,
00:38:21.48,00:03:15.32,teamB,3,1.352541702,103.9336301,,,,
00:38:21.59,00:03:15.42,teamB,3,1.352542302,103.9336299,,,,
00:38:21.69,00:03:15.53,teamB,3,1.352542602,103.933629,,,,
00:38:21.77,00:03:15.63,teamB,3,1.352542902,103.9336283,,,,
00:38:21.88,00:03:15.72,teamB,3,1.352543602,103.9336274,,,,
00:38:21.98,00:03:15.81,teamB,3,1.352544102,103.9336268,,,,
00:38:22.07,00:03:15.93,teamB,3,1.352544602,103.9336264,,,,
00:38:22.17,00:03:16.02,teamB,3,1.352545102,103.9336261,,,,
00:38:22.28,00:03:16.11,teamB,3,1.352545602,103.9336261,,,,
00:38:22.39,00:03:16.23,teamB,3,1.352546202,103.9336262,,,,
00:38:22.46,00:03:16.32,teamB,3,1.352546702,103.9336263,,,,
00:38:22.58,00:03:16.42,teamB,3,1.352547002,103.9336263,,,,
00:38:22.67,00:03:16.53,teamB,3,1.352547402,103.9336262,,,,
00:38:22.79,00:03:16.63,teamB,3,1.352548102,103.933626,,,,
00:38:22.87,00:03:16.72,teamB,3,1.352548902,103.933626,,,,
00:38:22.98,00:03:16.81,teamB,3,1.352549702,103.9336259,,,,
00:38:23.09,00:03:16.93,teamB,3,1.352550102,103.9336258,,,,
00:38:23.17,00:03:17.01,teamB,3,1.352550902,103.9336262,,,,
00:38:23.28,00:03:17.11,teamB,3,1.352551602,103.9336261,,,,
00:38:23.39,00:03:17.22,teamB,3,1.352552002,103.9336252,,,,
00:38:23.46,00:03:17.32,teamB,3,1.352552802,103.9336234,,,,
00:38:23.58,00:03:17.41,teamB,3,1.352553502,103.9336213,,,,
00:38:23.67,00:03:17.53,teamB,3,1.352554502,103.9336194,,,,
00:38:23.78,00:03:17.62,teamB,3,1.352555502,103.9336175,,,,
00:38:23.87,00:03:17.71,teamB,3,1.352557102,103.9336156,,,,
00:38:23.98,00:03:17.81,teamB,3,1.352558102,103.933614,,,,
00:38:24.08,00:03:17.93,teamB,3,1.352558602,103.9336114,,,,
00:38:24.19,00:03:18.01,teamB,3,1.352559302,103.9336093,,,,
00:38:24.27,00:03:18.11,teamB,3,1.352559602,103.9336075,,,,
00:38:24.38,00:03:18.22,teamB,3,1.352561002,103.9336061,,,,
00:38:24.48,00:03:18.32,teamB,3,1.352561002,103.9336034,,,,
00:38:24.57,00:03:18.41,teamB,3,1.352561602,103.9336018,,,,
00:38:24.67,00:03:18.53,teamB,3,1.352561902,103.9336018,,,,
00:38:24.78,00:03:18.63,teamB,3,1.352561602,103.9336014,,,,
00:38:24.89,00:03:18.72,teamB,3,1.352561302,103.9336005,,,,
00:38:24.96,00:03:18.82,teamB,3,1.352561602,103.9336001,,,,
00:38:25.08,00:03:18.93,teamB,3,1.352561102,103.9336,,,,
00:38:25.17,00:03:19.02,teamB,3,1.352560102,103.9336005,,,,
00:38:25.29,00:03:19.11,teamB,3,1.352557402,103.9336016,,,,
00:38:25.37,00:03:19.22,teamB,3,1.352555202,103.9336028,,,,
00:38:25.48,00:03:19.32,teamB,3,1.352553602,103.9336039,,,,
00:38:25.59,00:03:19.41,teamB,3,1.352552202,103.9336055,,,,
00:38:25.69,00:03:19.53,teamB,3,1.352550002,103.9336074,,,,
00:38:25.77,00:03:19.62,teamB,3,1.352548702,103.9336085,,,,
00:38:25.88,00:03:19.72,teamB,3,1.352547502,103.9336095,,,,
00:38:25.98,00:03:19.81,teamB,3,1.352546002,103.9336108,,,,
00:38:26.07,00:03:19.93,teamB,3,1.352544702,103.9336127,,,,
00:38:26.17,00:03:20.01,teamB,3,1.352542702,103.9336144,,,,
00:38:26.28,00:03:20.11,teamB,3,1.352541402,103.933616,,,,
00:38:26.39,00:03:20.22,teamB,3,1.352540002,103.9336181,,,,
00:38:26.46,00:03:20.32,teamB,3,1.352538302,103.9336198,,,,
00:38:26.58,00:03:20.41,teamB,3,1.352536402,103.9336215,,,,
00:38:26.67,00:03:20.53,teamB,3,1.352534002,103.9336225,,,,
00:38:26.79,00:03:20.62,teamB,3,1.352532702,103.9336244,,,,
00:38:26.87,00:03:20.71,teamB,3,1.352532302,103.9336247,,,,
00:38:26.98,00:03:20.81,teamB,3,1.352531102,103.9336254,,,,
00:38:27.09,00:03:20.92,teamB,3,1.352529402,103.9336259,,,,
00:38:27.17,00:03:21.01,teamB,3,1.352527202,103.9336265,,,,
00:38:27.28,00:03:21.11,teamB,3,1.352525702,103.9336271,,,,
00:38:27.38,00:03:21.22,teamB,3,1.352524902,103.933627,,,,
00:38:27.48,00:03:21.32,teamB,3,1.352523902,103.9336273,,,,
00:38:27.57,00:03:21.41,teamB,3,1.352523202,103.933628,,,,
00:38:27.67,00:03:21.53,teamB,3,1.352522202,103.9336286,,,,
00:38:27.78,00:03:21.62,teamB,3,1.352521302,103.9336289,,,,
00:38:27.89,00:03:21.71,teamB,3,1.352520402,103.9336293,,,,
00:38:27.96,00:03:21.81,teamB,3,1.352519902,103.9336292,,,,
00:38:28.08,00:03:21.92,teamB,3,1.352519102,103.9336288,,,,
00:38:28.19,00:03:22.01,teamB,3,1.352518102,103.9336288,,,,
00:38:28.27,00:03:22.11,teamB,3,1.352517502,103.9336285,,,,
00:38:28.37,00:03:22.22,teamB,3,1.352517402,103.9336284,,,,
00:38:28.48,00:03:22.32,teamB,3,1.352516602,103.9336284,,,,
00:38:28.59,00:03:22.41,teamB,3,1.352516102,103.933628,,,,
00:38:28.69,00:03:22.53,teamB,3,1.352515802,103.9336279,,,,
00:38:28.77,00:03:22.62,teamB,3,1.352515102,103.9336278,,,,
00:38:28.88,00:03:22.71,teamB,3,1.352514302,103.9336279,,,,
00:38:28.98,00:03:22.81,teamB,3,1.352513602,103.933628,,,,
00:39:15.96,00:04:09.83,teamB,3,1.352553102,103.9336487,,,,
00:39:16.08,00:04:09.93,teamB,3,1.352553702,103.9336486,,,,
00:39:16.19,00:04:10.01,teamB,3,1.352554002,103.9336488,,,,
00:39:16.27,00:04:10.13,teamB,3,1.352554802,103.9336483,,,,
00:39:16.38,00:04:10.22,teamB,3,1.352555302,103.933648,,,,
00:39:16.48,00:04:10.31,teamB,3,1.352555802,103.9336475,,,,
00:39:16.59,00:04:10.43,teamB,3,1.352556602,103.9336471,,,,
00:39:16.67,00:04:10.52,teamB,3,1.352557302,103.9336462,,,,
00:39:16.78,00:04:10.62,teamB,3,1.352557702,103.9336455,,,,
00:39:16.88,00:04:10.73,teamB,3,1.352558202,103.9336443,,,,
00:39:16.98,00:04:10.82,teamB,3,1.352558802,103.933643,,,,
00:39:17.07,00:04:10.92,teamB,3,1.352559402,103.9336419,,,,
00:39:17.17,00:04:11.03,teamB,3,1.352559102,103.9336403,,,,
00:39:17.29,00:04:11.12,teamB,3,1.352559302,103.9336381,,,,
00:39:17.37,00:04:11.21,teamB,3,1.352559302,103.9336369,,,,
00:39:17.48,00:04:11.33,teamB,3,1.352559502,103.9336369,,,,
00:39:17.59,00:04:11.42,teamB,3,1.352559602,103.9336355,,,,
00:39:17.67,00:04:11.51,teamB,3,1.352559402,103.9336351,,,,
00:39:17.77,00:04:11.63,teamB,3,1.352559302,103.9336346,,,,
00:39:17.87,00:04:11.72,teamB,3,1.352559202,103.9336347,,,,
00:39:17.98,00:04:11.82,teamB,3,1.352559202,103.9336347,,,,
00:39:18.09,00:04:11.91,teamB,3,1.352558902,103.9336347,,,,
00:39:18.17,00:04:12.01,teamB,3,1.352558702,103.9336349,,,,
00:39:18.28,00:04:12.11,teamB,3,1.352558602,103.9336352,,,,
00:39:18.39,00:04:12.22,teamB,3,1.352558502,103.9336354,,,,
00:39:18.46,00:04:12.32,teamB,3,1.352558402,103.9336364,,,,
00:39:18.58,00:04:12.41,teamB,3,1.352557902,103.9336372,,,,
00:39:18.67,00:04:12.53,teamB,3,1.352557902,103.9336374,,,,
00:39:18.78,00:04:12.62,teamB,3,1.352557802,103.9336373,,,,
00:39:18.88,00:04:12.71,teamB,3,1.352558202,103.9336367,,,,
00:39:18.96,00:04:12.81,teamB,3,1.352558202,103.9336357,,,,
00:39:19.07,00:04:12.92,teamB,3,1.352558102,103.9336335,,,,
00:39:19.17,00:04:13.02,teamB,3,1.352557802,103.9336312,,,,
00:39:19.29,00:04:13.13,teamB,3,1.352558102,103.9336296,,,,
00:39:19.37,00:04:13.23,teamB,3,1.352558302,103.933628,,,,
00:39:19.48,00:04:13.32,teamB,3,1.352558702,103.9336258,,,,
00:39:19.59,00:04:13.43,teamB,3,1.352558802,103.9336243,,,,
00:39:19.67,00:04:13.53,teamB,3,1.352558302,103.9336222,,,,
00:39:19.78,00:04:13.62,teamB,3,1.352558002,103.9336199,,,,
00:39:19.88,00:04:13.71,teamB,3,1.352557302,103.9336177,,,,
00:39:19.98,00:04:13.83,teamB,3,1.352557902,103.9336166,,,,
00:39:20.09,00:04:13.92,teamB,3,1.352557102,103.9336151,,,,
00:39:20.17,00:04:14.03,teamB,3,1.352556802,103.933614,,,,
00:39:20.28,00:04:14.12,teamB,3,1.352556702,103.9336127,,,,
00:39:20.39,00:04:14.22,teamB,3,1.352556602,103.9336124,,,,
00:39:20.50,00:04:14.33,teamB,3,1.352556202,103.9336124,,,,
00:39:20.58,00:04:14.43,teamB,3,1.352556002,103.9336126,,,,
00:39:20.67,00:04:14.52,teamB,3,1.352555202,103.9336133,,,,
00:39:20.79,00:04:14.61,teamB,3,1.352554502,103.9336148,,,,
00:39:20.89,00:04:14.73,teamB,3,1.352553502,103.9336164,,,,
00:39:20.98,00:04:14.82,teamB,3,1.352553102,103.9336175,,,,
00:39:21.08,00:04:14.91,teamB,3,1.352553102,103.9336187,,,,
00:39:21.19,00:04:15.02,teamB,3,1.352553802,103.933619,,,,
00:39:21.28,00:04:15.11,teamB,3,1.352553702,103.9336196,,,,
00:39:21.38,00:04:15.21,teamB,3,1.352554202,103.9336194,,,,
00:39:21.48,00:04:15.33,teamB,3,1.352554202,103.9336199,,,,
00:39:21.60,00:04:15.42,teamB,3,1.352553702,103.9336194,,,,
00:39:21.69,00:04:15.51,teamB,3,1.352553802,103.9336194,,,,
00:39:21.78,00:04:15.63,teamB,3,1.352554102,103.9336193,,,,
00:39:21.89,00:04:15.72,teamB,3,1.352554102,103.9336192,,,,
00:39:22.00,00:04:15.81,teamB,3,1.352554402,103.9336189,,,,
00:39:22.08,00:04:15.93,teamB,3,1.352554302,103.9336189,,,,
00:39:22.19,00:04:16.01,teamB,3,1.352554202,103.9336188,,,,
00:39:22.29,00:04:16.11,teamB,3,1.352553802,103.9336187,,,,
00:39:22.38,00:04:16.22,teamB,3,1.352553502,103.9336187,,,,
00:39:22.48,00:04:16.31,teamB,3,1.352553102,103.9336187,,,,
00:39:22.59,00:04:16.41,teamB,3,1.352552402,103.9336189,,,,
00:39:22.69,00:04:16.52,teamB,3,1.352551802,103.9336191,,,,
00:39:22.79,00:04:16.62,teamB,3,1.352551002,103.9336194,,,,
00:39:22.88,00:04:16.70,teamB,3,1.352550202,103.9336193,,,,
00:39:22.98,00:04:16.82,teamB,3,1.352549602,103.9336191,,,,
00:39:23.09,00:04:16.92,teamB,3,1.352548902,103.9336188,,,,
00:39:23.17,00:04:17.00,teamB,3,1.352548702,103.9336185,,,,
00:39:23.28,00:04:17.12,teamB,3,1.352548702,103.9336181,,,,
00:39:23.39,00:04:17.20,teamB,3,1.352548802,103.9336175,,,,
00:39:23.50,00:04:17.30,teamB,3,1.352549002,103.9336171,,,,
00:39:23.58,00:04:17.42,teamB,3,1.352548902,103.9336168,,,,
00:39:23.67,00:04:17.51,teamB,3,1.352548902,103.9336169,,,,
00:39:23.79,00:04:17.61,teamB,3,1.352548502,103.9336171,,,,
00:39:23.89,00:04:17.72,teamB,3,1.352548402,103.9336175,,,,
00:39:23.98,00:04:17.81,teamB,3,1.352547902,103.933618,,,,
00:39:24.09,00:04:17.91,teamB,3,1.352547802,103.9336192,,,,
00:39:24.19,00:04:18.02,teamB,3,1.352547002,103.9336212,,,,
00:39:24.28,00:04:18.11,teamB,3,1.352546302,103.9336225,,,,
00:39:24.38,00:04:18.20,teamB,3,1.352545802,103.933624,,,,
00:39:24.48,00:04:18.33,teamB,3,1.352545902,103.9336259,,,,
00:39:24.60,00:04:18.42,teamB,3,1.352545602,103.9336275,,,,
00:39:24.69,00:04:18.51,teamB,3,1.352545502,103.9336288,,,,
00:39:24.78,00:04:18.63,teamB,3,1.352544602,103.9336302,,,,
00:39:24.89,00:04:18.72,teamB,3,1.352543802,103.9336318,,,,
00:39:24.98,00:04:18.82,teamB,3,1.352542502,103.933634,,,,
00:39:25.08,00:04:18.93,teamB,3,1.352542202,103.933636,,,,
00:39:25.17,00:04:19.02,teamB,3,1.352541202,103.9336376,,,,
00:39:25.29,00:04:19.11,teamB,3,1.352540602,103.933639,,,,
00:39:25.40,00:04:19.23,teamB,3,1.352540102,103.9336406,,,,
00:39:25.48,00:04:19.32,teamB,3,1.352539102,103.9336416,,,,
00:39:25.59,00:04:19.41,teamB,3,1.352538402,103.933643,,,,
00:39:25.69,00:04:19.52,teamB,3,1.352537402,103.9336443,,,,
00:39:25.78,00:04:19.62,teamB,3,1.352537602,103.9336455,,,,
00:39:25.88,00:04:19.72,teamB,3,1.352537402,103.9336465,,,,
00:39:25.98,00:04:19.83,teamB,3,1.352537002,103.9336477,,,,
00:39:26.10,00:04:19.93,teamB,3,1.352537102,103.9336488,,,,
00:39:26.17,00:04:20.01,teamB,3,1.352537202,103.9336499,,,,
00:39:26.29,00:04:20.13,teamB,3,1.352536902,103.9336505,,,,
00:39:26.39,00:04:20.22,teamB,3,1.352537102,103.9336515,,,,
00:39:26.48,00:04:20.31,teamB,3,1.352536902,103.9336526,,,,
00:39:26.58,00:04:20.43,teamB,3,1.352536702,103.9336536,,,,
00:39:26.69,00:04:20.52,teamB,3,1.352536402,103.9336546,,,,
00:39:26.79,00:04:20.61,teamB,3,1.352536102,103.9336555,,,,
00:39:26.88,00:04:20.73,teamB,3,1.352535702,103.933656,,,,
00:39:26.98,00:04:20.82,teamB,3,1.352535802,103.9336569,,,,
00:39:27.09,00:04:20.92,teamB,3,1.352535602,103.9336579,,,,
00:39:27.17,00:04:21.02,teamB,3,1.352535802,103.9336588,,,,
00:39:27.28,00:04:21.12,teamB,3,1.352535902,103.9336597,,,,
00:39:27.39,00:04:21.20,teamB,3,1.352536002,103.9336606,,,,
00:39:27.48,00:04:21.33,teamB,3,1.352536202,103.9336612,,,,
00:39:27.58,00:04:21.42,teamB,3,1.352536202,103.9336621,,,,
00:39:27.67,00:04:21.51,teamB,3,1.352536002,103.9336629,,,,
00:39:27.78,00:04:21.63,teamB,3,1.352535102,103.9336639,,,,
00:39:27.89,00:04:21.72,teamB,3,1.352534802,103.9336648,,,,
00:39:27.96,00:04:21.82,teamB,3,1.352534502,103.933665,,,,
00:39:28.08,00:04:21.93,teamB,3,1.352533902,103.9336654,,,,
00:39:28.19,00:04:22.02,teamB,3,1.352533902,103.9336656,,,,
00:39:28.27,00:04:22.11,teamB,3,1.352533702,103.9336659,,,,
00:39:28.38,00:04:22.23,teamB,3,1.352533702,103.9336662,,,,
00:39:28.48,00:04:22.32,teamB,3,1.352533902,103.9336667,,,,
00:39:28.59,00:04:22.41,teamB,3,1.352533902,103.9336672,,,,
00:39:28.67,00:04:22.52,teamB,3,1.352534002,103.9336678,,,,
00:39:28.78,00:04:22.62,teamB,3,1.352534002,103.9336684,,,,
00:39:28.89,00:04:22.70,teamB,3,1.352533902,103.9336689,,,,
00:39:28.98,00:04:22.83,teamB,3,1.352533802,103.9336694,,,,
00:39:29.08,00:04:22.92,teamB,3,1.352533802,103.9336699,,,,
00:39:29.19,00:04:23.01,teamB,3,1.352533702,103.9336705,,,,
00:39:29.29,00:04:23.12,teamB,3,1.352533402,103.9336709,,,,
00:39:29.38,00:04:23.20,teamB,3,1.352533202,103.9336716,,,,
00:39:29.48,00:04:23.31,teamB,3,1.352533202,103.9336722,,,,
00:39:29.59,00:04:23.42,teamB,3,1.352533102,103.9336725,,,,
00:39:29.67,00:04:23.52,teamB,3,1.352533002,103.9336728,,,,
00:39:29.78,00:04:23.61,teamB,3,1.352532902,103.9336728,,,,
00:39:29.89,00:04:23.73,teamB,3,1.352533002,103.9336729,,,,
00:39:29.98,00:04:23.83,teamB,3,1.352533102,103.9336728,,,,
00:39:30.08,00:04:23.92,teamB,3,1.352533502,103.9336722,,,,
00:39:30.19,00:04:24.02,teamB,3,1.352533602,103.9336717,,,,
00:39:30.29,00:04:24.12,teamB,3,1.352533702,103.933671,,,,
00:39:30.38,00:04:24.22,teamB,3,1.352533802,103.9336708,,,,
00:39:30.48,00:04:24.33,teamB,3,1.352533902,103.9336703,,,,
00:39:30.59,00:04:24.43,teamB,3,1.352534002,103.9336699,,,,
00:39:30.67,00:04:24.52,teamB,3,1.352534002,103.9336697,,,,
00:39:30.78,00:04:24.64,teamB,3,1.352534402,103.9336698,,,,
00:39:30.89,00:04:24.73,teamB,3,1.352534702,103.93367,,,,
00:39:30.96,00:04:24.82,teamB,3,1.352535202,103.9336703,,,,
00:39:31.08,00:04:24.94,teamB,3,1.352535702,103.9336708,,,,
00:39:31.19,00:04:25.02,teamB,3,1.352536002,103.9336713,,,,
00:39:31.29,00:04:25.12,teamB,3,1.352536502,103.9336712,,,,
00:39:31.38,00:04:25.23,teamB,3,1.352536902,103.9336716,,,,
00:39:31.48,00:04:25.32,teamB,3,1.352537202,103.9336717,,,,
00:39:31.59,00:04:25.42,teamB,3,1.352537402,103.9336715,,,,
00:39:31.69,00:04:25.52,teamB,3,1.352538202,103.9336716,,,,
00:39:31.79,00:04:25.63,teamB,3,1.352538802,103.9336712,,,,
00:39:31.88,00:04:25.72,teamB,3,1.352539302,103.9336711,,,,
00:39:31.98,00:04:25.83,teamB,3,1.352539802,103.9336709,,,,
00:39:32.09,00:04:25.93,teamB,3,1.352540402,103.9336708,,,,
00:39:32.17,00:04:26.01,teamB,3,1.352540902,103.9336707,,,,
00:39:32.28,00:04:26.13,teamB,3,1.352541402,103.9336705,,,,
00:39:32.39,00:04:26.22,teamB,3,1.352542202,103.9336707,,,,
00:39:32.46,00:04:26.31,teamB,3,1.352543002,103.9336705,,,,
00:39:32.58,00:04:26.43,teamB,3,1.352543802,103.9336703,,,,
00:39:32.67,00:04:26.52,teamB,3,1.352544302,103.9336702,,,,
00:39:32.79,00:04:26.61,teamB,3,1.352544902,103.9336701,,,,
00:39:32.89,00:04:26.73,teamB,3,1.352545602,103.9336697,,,,
00:39:32.98,00:04:26.82,teamB,3,1.352546202,103.9336693,,,,
00:39:33.08,00:04:26.92,teamB,3,1.352547202,103.9336687,,,,
00:39:33.19,00:04:27.02,teamB,3,1.352548402,103.933668,,,,
00:39:33.28,00:04:27.12,teamB,3,1.352549202,103.9336676,,,,
00:39:33.38,00:04:27.20,teamB,3,1.352549702,103.9336674,,,,
00:39:33.48,00:04:27.33,teamB,3,1.352550002,103.9336673,,,,
00:39:33.57,00:04:27.42,teamB,3,1.352550102,103.9336675,,,,
00:39:33.69,00:04:27.51,teamB,3,1.352550002,103.9336675,,,,
00:39:33.78,00:04:27.63,teamB,3,1.352550202,103.9336678,,,,
00:39:33.88,00:04:27.72,teamB,3,1.352550102,103.933668,,,,
00:39:33.98,00:04:27.81,teamB,3,1.352550402,103.9336684,,,,
00:39:34.07,00:04:27.91,teamB,3,1.352550602,103.9336687,,,,
00:39:34.17,00:04:28.02,teamB,3,1.352550702,103.933669,,,,
00:39:34.29,00:04:28.11,teamB,3,1.352550902,103.9336693,,,,
00:39:34.39,00:04:28.23,teamB,3,1.352551102,103.9336693,,,,
00:39:34.48,00:04:28.32,teamB,3,1.352551502,103.9336694,,,,
00:39:34.58,00:04:28.41,teamB,3,1.352551702,103.9336692,,,,
00:39:34.67,00:04:28.52,teamB,3,1.352552202,103.9336688,,,,
00:39:34.79,00:04:28.62,teamB,3,1.352552702,103.9336682,,,,
00:39:34.88,00:04:28.70,teamB,3,1.352553102,103.9336676,,,,
00:39:34.98,00:04:28.81,teamB,3,1.352553702,103.9336666,,,,
00:39:35.09,00:04:28.92,teamB,3,1.352554502,103.9336658,,,,
00:39:35.17,00:04:29.02,teamB,3,1.352555302,103.9336648,,,,
00:39:35.28,00:04:29.13,teamB,3,1.352556502,103.9336638,,,,
00:39:35.39,00:04:29.23,teamB,3,1.352557702,103.9336629,,,,
00:39:35.48,00:04:29.32,teamB,3,1.352559202,103.9336619,,,,
00:39:35.58,00:04:29.41,teamB,3,1.352560602,103.9336609,,,,
00:39:35.67,00:04:29.52,teamB,3,1.352561602,103.9336602,,,,
00:39:35.79,00:04:29.62,teamB,3,1.352563102,103.9336587,,,,
00:39:35.89,00:04:29.70,teamB,3,1.352564502,103.9336567,,,,
00:39:35.98,00:04:29.83,teamB,3,1.352566202,103.9336552,,,,
00:39:36.08,00:04:29.92,teamB,3,1.352567702,103.9336534,,,,
00:39:36.19,00:04:30.02,teamB,3,1.352569402,103.9336521,,,,
00:39:36.27,00:04:30.12,teamB,3,1.352571102,103.9336504,,,,
00:39:36.38,00:04:30.22,teamB,3,1.352572702,103.9336488,,,,
00:39:36.48,00:04:30.31,teamB,3,1.352573502,103.9336474,,,,
00:39:36.59,00:04:30.42,teamB,3,1.352574402,103.9336472,,,,
00:39:36.69,00:04:30.52,teamB,3,1.352575302,103.933646,,,,
00:39:36.78,00:04:30.61,teamB,3,1.352575902,103.9336447,,,,
00:39:36.88,00:04:30.73,teamB,3,1.352577302,103.9336443,,,,
00:39:36.98,00:04:30.82,teamB,3,1.352578802,103.9336432,,,,
00:39:37.07,00:04:30.91,teamB,3,1.352580202,103.9336421,,,,
00:39:37.17,00:04:31.02,teamB,3,1.352580202,103.9336406,,,,
00:39:37.29,00:04:31.11,teamB,3,1.352579802,103.9336383,,,,
00:39:37.39,00:04:31.20,teamB,3,1.352579602,103.9336367,,,,
00:39:37.48,00:04:31.32,teamB,3,1.352578402,103.933635,,,,
00:39:37.58,00:04:31.42,teamB,3,1.352577702,103.9336331,,,,
00:39:37.67,00:04:31.51,teamB,3,1.352577202,103.9336311,,,,
00:39:37.79,00:04:31.62,teamB,3,1.352576302,103.9336289,,,,
00:39:37.87,00:04:31.72,teamB,3,1.352573802,103.9336273,,,,
00:39:37.98,00:04:31.81,teamB,3,1.352572002,103.9336263,,,,
00:39:38.09,00:04:31.93,teamB,3,1.352571102,103.9336245,,,,
00:39:38.19,00:04:32.01,teamB,3,1.352570102,103.9336231,,,,
00:39:38.28,00:04:32.11,teamB,3,1.352569402,103.933622,,,,
00:39:38.38,00:04:32.22,teamB,3,1.352567502,103.9336203,,,,
00:39:38.48,00:04:32.31,teamB,3,1.352566002,103.9336195,,,,
00:39:38.58,00:04:32.41,teamB,3,1.352565402,103.9336179,,,,
00:39:38.67,00:04:32.52,teamB,3,1.352566202,103.933617,,,,
00:39:38.78,00:04:32.61,teamB,3,1.352564902,103.9336159,,,,
00:39:38.89,00:04:32.70,teamB,3,1.352564402,103.9336144,,,,
00:39:38.96,00:04:32.82,teamB,3,1.352564202,103.9336135,,,,
00:39:39.08,00:04:32.92,teamB,3,1.352563602,103.9336122,,,,
00:39:39.17,00:04:33.00,teamB,3,1.352564602,103.9336115,,,,
00:39:39.29,00:04:33.12,teamB,3,1.352565402,103.9336108,,,,
00:39:39.37,00:04:33.20,teamB,3,1.352565702,103.9336103,,,,
