,Id,Time,Event,NumAmiscoJ1
0,81,2624,Foul - dir. free-kick,32
1,189,5659,Player out,25
2,190,5660,Player in,35
3,364,8491,Offside,34
4,522,11181,Foul - dir. free-kick,29
5,538,11430,Foul - dir. free-kick,28
6,704,14581,Foul - dir. free-kick,27
7,871,17701,Foul - dir. free-kick,3
8,928,18537,Foul - dir. free-kick,5
9,1428,26470,Foul - dir. free-kick,4
