,PlayerID,TeamID,Ts,X,Y,Acceleration,Speed,TeamCentXA,TeamCentYA,LengthA,WidthA,TeamCentXB,TeamCentYB,LengthB,WidthB,distToCent,SpreadA,stdSpreadA,SpreadB,stdSpreadB,SurfaceA,SumVerticesA,ShapeRatioA,SurfaceB,SumVerticesB,ShapeRatioB,vNorm,distFrame
141,ball,,15.7,9.419395287693392,30.539307412276287,-21.469999999999388,8.290000000000035,,,,,,,,,,,,,,,,,,,,,
142,ball,,15.8,10.050963595914656,31.044043381535047,-34.08,5.170000000000001,,,,,,,,,,,,,,,,,,,,,
143,ball,,15.9,10.701723025583984,31.44036019820004,11.089999999999998,3.5800000000000014,,,,,,,,,,,,,,,,,,,,,
144,ball,,16.0,11.368762867832947,31.721861563353237,34.68,6.53,,,,,,,,,,,,,,,,,,,,,
145,ball,,16.1,12.045043179290126,31.872212458286988,44.99,10.720000000000002,,,,,,,,,,,,,,,,,,,,,
146,ball,,16.2,12.725875316007688,31.874624026696328,4.179999999999998,14.209999999999996,,,,,,,,,,,,,,,,,,,,,
147,ball,,16.3,13.413669026190718,31.71579947416323,-50.06,10.14,,,,,,,,,,,,,,,,,,,,,
148,ball,,16.4,14.104633936697345,31.434659419557104,-24.04,6.589999999999999,,,,,,,,,,,,,,,,,,,,,
149,ball,,16.5,14.78036818687431,31.18234563656589,-19.91,4.27,,,,,,,,,,,,,,,,,,,,,
150,ball,,16.6,15.430842451208415,31.056871068864393,3.5500000000000007,3.43,,,,,,,,,,,,,,,,,,,,,
151,ball,,16.7,16.061315502073008,30.987911720093045,9.789999999999996,4.759999999999998,,,,,,,,,,,,,,,,,,,,,
152,ball,,16.8,16.67346172514916,30.91458458893721,-0.3099999999999996,4.819999999999999,,,,,,,,,,,,,,,,,,,,,
153,ball,,16.9,17.269234604105574,30.84765203761756,8.909999999999998,5.48,,,,,,,,,,,,,,,,,,,,,
154,ball,,17.0,17.852166144200627,30.795216402062906,0.2400000000000001,5.87,,,,,,,,,,,,,,,,,,,,,
155,ball,,17.1,18.423744766912733,30.761642026494087,-0.3599999999999998,5.849999999999999,,,,,,,,,,,,,,,,,,,,,
156,ball,,17.2,18.989470421680654,30.750809384164228,0.8299999999999997,5.859999999999999,,,,,,,,,,,,,,,,,,,,,
157,ball,,17.3,19.55981302457276,30.762533218727878,-0.51,5.889999999999999,,,,,,,,,,,,,,,,,,,,,
158,ball,,17.4,20.127562038628785,30.79817848114067,-0.09000000000002513,5.860000000000001,,,,,,,,,,,,,,,,,,,,,
159,ball,,17.5,20.67471028415411,30.85946951157853,0.09999999999999996,5.869999999999997,,,,,,,,,,,,,,,,,,,,,
160,ball,,17.6,21.203996460713924,30.945287693396722,-0.1700000000000001,5.860000000000001,,,,,,,,,,,,,,,,,,,,,
161,ball,,17.7,21.73269046415209,31.05726494084337,0.7700000000000002,5.839999999999999,,,,,,,,,,,,,,,,,,,,,
162,ball,,17.8,22.29000091010213,31.182831024370504,2.3599999999999994,6.07,,,,,,,,,,,,,,,,,,,,,
163,ball,,17.9,22.885157852158965,31.29777722722217,2.2400000000000566,6.3399999999999945,,,,,,,,,,,,,,,,,,,,,
164,ball,,18.0,23.503735665891398,31.405138436646773,8.326672684688674e-17,6.369999999999999,,,,,,,,,,,,,,,,,,,,,
165,ball,,18.1,24.137743755688128,31.515247952270226,-0.26,6.38,,,,,,,,,,,,,,,,,,,,,
166,ball,,18.2,24.77572696935989,31.618961876832852,0.74,6.380000000000001,,,,,,,,,,,,,,,,,,,,,
167,ball,,18.3,25.41372322782889,31.701897866316113,-0.5799999999999997,6.41,,,,,,,,,,,,,,,,,,,,,
168,ball,,18.4,26.05552472444129,31.75263717261605,-0.12000000000003284,6.370000000000003,,,,,,,,,,,,,,,,,,,,,
169,ball,,18.5,26.705856507230248,31.776241480432812,0.3499999999999999,6.389999999999998,,,,,,,,,,,,,,,,,,,,,
170,ball,,18.6,27.365303872990193,31.780683486702404,-0.14000000000000007,6.4300000000000015,,,,,,,,,,,,,,,,,,,,,
171,ball,,18.7,28.03070350894934,31.766079583375483,0.15000000000000013,6.370000000000001,,,,,,,,,,,,,,,,,,,,,
172,ball,,18.8,28.69886186672061,31.73279917079584,2.5499999999999994,6.51,,,,,,,,,,,,,,,,,,,,,
173,ball,,18.9,29.36751127515421,31.68191647284863,2.960000000000077,6.869999999999991,,,,,,,,,,,,,,,,,,,,,
174,ball,,19.0,30.033683082212573,31.614313176256445,-0.2199999999999998,6.929999999999998,,,,,,,,,,,,,,,,,,,,,
175,ball,,19.1,30.69486803519063,31.531052887046233,0.09000000000000011,6.939999999999999,,,,,,,,,,,,,,,,,,,,,
176,ball,,19.2,31.34863211649307,31.43360006067348,0.42,6.98,,,,,,,,,,,,,,,,,,,,,
177,ball,,19.3,31.99260086965314,31.322957629689565,-0.3999999999999999,6.969999999999999,,,,,,,,,,,,,,,,,,,,,
178,ball,,19.4,32.624640509657205,31.19992506825767,0.01999999999999323,6.920000000000001,,,,,,,,,,,,,,,,,,,,,
179,ball,,19.5,33.24383921528972,31.06577651936495,-0.09000000000000002,6.939999999999998,,,,,,,,,,,,,,,,,,,,,
180,ball,,19.6,33.85061806047124,30.922571443017503,0.4200000000000007,6.969999999999999,,,,,,,,,,,,,,,,,,,,,
181,ball,,19.7,34.44421943573669,30.77301880877745,-2.9300000000000024,6.96,,,,,,,,,,,,,,,,,,,,,
182,ball,,19.8,35.02381949641016,30.620241682677733,-10.839999999999998,6.119999999999999,,,,,,,,,,,,,,,,,,,,,
