,DA_CODE,DA_COPR,DA_COPRDE,DA_PRDE,DA_ZOCO,DA_ZOCODE,DA_ZOCOPR,DA_ZODE,DA_ZOPR,DA_ZOPRDE,Link_Control,Link_Control_01,Link_Control_02,Link_Control_03,Link_Control_04,Link_Control_05,Link_Control_06,Link_Control_07,Link_Control_08,Link_Control_09,Link_Control_10,Link_Control_11,Link_Control_12,Link_Control_13,Link_Control_14,Link_Control_15,Link_Control_16,Link_Control_17,Link_Control_18,Link_Control_19,Link_Control_20,Link_Control_21,Link_Control_22,Link_Density,Link_Density_01,Link_Density_02,Link_Density_03,Link_Density_04,Link_Density_05,Link_Density_06,Link_Density_07,Link_Density_08,Link_Density_09,Link_Density_10,Link_Density_11,Link_Density_12,Link_Density_13,Link_Density_14,Link_Density_15,Link_Density_16,Link_Density_17,Link_Density_18,Link_Density_19,Link_Density_20,Link_Density_21,Link_Density_22,Link_PDPlayerWithBall,Link_Pressure,Link_Pressure_01,Link_Pressure_02,Link_Pressure_03,Link_Pressure_04,Link_Pressure_05,Link_Pressure_06,Link_Pressure_07,Link_Pressure_08,Link_Pressure_09,Link_Pressure_10,Link_Pressure_11,Link_Pressure_12,Link_Pressure_13,Link_Pressure_14,Link_Pressure_15,Link_Pressure_16,Link_Pressure_17,Link_Pressure_18,Link_Pressure_19,Link_Pressure_20,Link_Pressure_21,Link_Pressure_22,Link_SDPlayerWithBall,Speed,Ts,angleToGoal,avgAngleInPossDefGoal2,avgAngleInPossDefGoal3,avgDistToDef2,avgDistToDef3,centrality,dangerousity,dist to closest home,dist to closest visitor,distToGoal,inPenaltyArea,inZone,majority,minAngleInPossDefGoal,minDistToDef,opponentsHalf,velRelToBall,velRelToBallSquared,zone,zone_01,zone_02,zone_03,zone_04,zone_05,zone_06,zone_07,zone_08,zone_09,zone_10,zone_11,zone_12,zone_13,zone_14,zone_15,zone_16,zone_17,zone_18,zone_19,zone_20,zone_21,zone_22
0,Dangerousity with the missing feature set to 1.,Dangerousity with the missing feature set to 1.,Dangerousity with the missing feature set to 1.,Dangerousity with the missing feature set to 1.,Dangerousity with the missing feature set to 1.,Dangerousity with the missing feature set to 1.,Dangerousity with the missing feature set to 1.,Dangerousity with the missing feature set to 1.,Dangerousity with the missing feature set to 1.,Dangerousity with the missing feature set to 1.,Ball control of player with ball.,Ball control of player with ball.,Ball control of player with ball.,Ball control of player with ball.,Ball control of player with ball.,Ball control of player with ball.,Ball control of player with ball.,Ball control of player with ball.,Ball control of player with ball.,Ball control of player with ball.,Ball control of player with ball.,Ball control of player with ball.,Ball control of player with ball.,Ball control of player with ball.,Ball control of player with ball.,Ball control of player with ball.,Ball control of player with ball.,Ball control of player with ball.,Ball control of player with ball.,Ball control of player with ball.,Ball control of player with ball.,Ball control of player with ball.,Ball control of player with ball.,Density for player with ball.,Density for player with ball.,Density for player with ball.,Density for player with ball.,Density for player with ball.,Density for player with ball.,Density for player with ball.,Density for player with ball.,Density for player with ball.,Density for player with ball.,Density for player with ball.,Density for player with ball.,Density for player with ball.,Density for player with ball.,Density for player with ball.,Density for player with ball.,Density for player with ball.,Density for player with ball.,Density for player with ball.,Density for player with ball.,Density for player with ball.,Density for player with ball.,Density for player with ball.,Pass Density for player with ball.,Pressure on player with ball.,Pressure on player with ball.,Pressure on player with ball.,Pressure on player with ball.,Pressure on player with ball.,Pressure on player with ball.,Pressure on player with ball.,Pressure on player with ball.,Pressure on player with ball.,Pressure on player with ball.,Pressure on player with ball.,Pressure on player with ball.,Pressure on player with ball.,Pressure on player with ball.,Pressure on player with ball.,Pressure on player with ball.,Pressure on player with ball.,Pressure on player with ball.,Pressure on player with ball.,Pressure on player with ball.,Pressure on player with ball.,Pressure on player with ball.,Pressure on player with ball.,Shot Density for player with ball.,Speed (m/s),Time (s),Angle to goal for player with ball.,"Average angle between player with ball, defender and goal for the two closest defenders.","Average angle between player with ball, defender and goal for the three closest defenders.",Average distance to the two closest defenders for player with ball.,Average distance to the three closest defenders for player with ball.,Centrality for the player with ball.,"Dangerousity for player with ball based on Zone, Control, Pressure and Density.",Distance to closest home player.,Distance to closest away player.,Distance from player with ball to the goal.,Boolean to decide if a player is in the penalty area.,Is player with ball in the final third (last 34 meters)?,Difference between the number of defenders and attackers within the Interception Zone.,"Angle between player with ball, defender and goal for the closest defender.",Distance to closest defender for player with ball.,Boolean to decide if a player is on the half of the opponent.,Relative velocity between player and ball.,Square of relative velocity between player and ball.,Value of player with ball in the final third (last 34 meters).,Value of player with ball in the final third (last 34 meters).,Value of player with ball in the final third (last 34 meters).,Value of player with ball in the final third (last 34 meters).,Value of player with ball in the final third (last 34 meters).,Value of player with ball in the final third (last 34 meters).,Value of player with ball in the final third (last 34 meters).,Value of player with ball in the final third (last 34 meters).,Value of player with ball in the final third (last 34 meters).,Value of player with ball in the final third (last 34 meters).,Value of player with ball in the final third (last 34 meters).,Value of player with ball in the final third (last 34 meters).,Value of player with ball in the final third (last 34 meters).,Value of player with ball in the final third (last 34 meters).,Value of player with ball in the final third (last 34 meters).,Value of player with ball in the final third (last 34 meters).,Value of player with ball in the final third (last 34 meters).,Value of player with ball in the final third (last 34 meters).,Value of player with ball in the final third (last 34 meters).,Value of player with ball in the final third (last 34 meters).,Value of player with ball in the final third (last 34 meters).,Value of player with ball in the final third (last 34 meters).,Value of player with ball in the final third (last 34 meters).
