,PlayerID,TeamID,Ts,X,Y,Acceleration,Snelheid,Ts,TeamCentXA,TeamCentYA,LengthA,WidthA,TeamCentXB,TeamCentYB,LengthB,WidthB,distToCent,SpreadA,stdSpreadA,SpreadB,stdSpreadB,SurfaceA,SumVerticesA,ShapeRatioA,SurfaceB,SumVerticesB,ShapeRatioB,vNorm,distFrame,avgRelSpeedPlayerBall,control,distToBall,InPossession,ballPosession
379,01A,XX0001,18.1,-36.88,-8.961,-2.23,2.97,18.1,,,,,,,,,31.187496096357762,,,,,,,,,,,3.117037856683806,0.3117037856683795,0.6617312072892938,0.5621118092994537,2.8288584269984245,1,
380,01A,XX0001,18.2,-36.86,-9.245,-1.79,2.77,18.2,,,,,,,,,31.158707935448984,,,,,,,,,,,2.5450196462896075,0.25450196462895985,0.6939226519337017,0.5184713531332986,3.726455152017798,1,
381,01A,XX0001,18.3,-36.882,-9.47,-1.3,2.61,18.3,,,,,,,,,31.161465737097434,,,,,,,,,,,1.9791980699263083,0.19791980699263012,0.7202572347266881,0.48122951582386453,4.654503195830895,1,
382,01A,XX0001,18.4,-36.952,-9.63,-0.81,2.51,18.4,,,,,,,,,31.198532581644503,,,,,,,,,,,1.578005069700368,0.15780050697003625,0.7256830601092896,0.4733840962704171,5.618467050717658,1,
383,01A,XX0001,18.5,-37.072,-9.722,-0.29,2.45,18.5,,,,,,,,,31.269676144630644,,,,,,,,,,,1.5542924435253447,0.1554292443525367,0.7170900692840646,0.4857818325341754,6.619778017426267,0,
384,01A,XX0001,18.6,-37.24,-9.747,0.29,2.45,18.6,,,,,,,,,31.37242970328571,,,,,,,,,,,1.8959496301326255,0.18959496301326187,0.6971569839307787,0.51397213975654,7.564615323993681,0,
385,01A,XX0001,18.7,-37.451,-9.71,0.94,2.51,18.7,,,,,,,,,31.50205468794033,,,,,,,,,,,2.3737575697614837,0.23737575697614752,0.6608108108108108,0.5633290723155588,8.559884345013078,0,
386,01A,XX0001,18.8,-37.698,-9.622,1.58,2.64,18.8,,,,,,,,,31.655502552759586,,,,,,,,,,,2.806942286545989,0.2806942286545979,0.6094674556213017,0.6285494205384967,9.53000786988132,0,
387,01A,XX0001,18.9,-37.97,-9.496,2.01,2.82,18.9,,,,,,,,,31.82734072024105,,,,,,,,,,,3.119334864999281,0.31193348649992697,0.5436893203883495,0.7044019228956546,10.402684653492093,0,
388,01A,XX0001,19.0,-38.257,-9.345,2.0,3.03,19.0,,,,,,,,,32.013001325778525,,,,,,,,,,,3.315663583658592,0.3315663583658639,0.4618117229129663,0.7867299325801577,11.194781507470342,0,
389,01A,XX0001,19.1,-38.553,-9.18,1.57,3.21,19.1,,,,,,,,,32.21038484212329,,,,,,,,,,,3.42585755687538,0.3425857556875368,0.3718199608610568,0.8617499167052822,11.960291844265338,0,
390,01A,XX0001,19.2,-38.853,-9.007,0.98,3.34,19.2,,,,,,,,,32.417141259494436,,,,,,,,,,,3.4979458257668976,0.3497945825766885,0.25777777777777783,0.9335506172839506,12.733210906915824,0,
391,01A,XX0001,19.3,-39.157,-8.827,0.43,3.41,19.3,,,,,,,,,32.63294130258336,,,,,,,,,,,3.556040635313395,0.3556040635313382,0.13888888888888884,0.9807098765432098,13.51097368808036,0,
392,01A,XX0001,19.4,-39.464,-8.642999999999999,0.02,3.43,19.4,,,,,,,,,32.85682406069357,,,,,,,,,,,3.5860354153298775,0.35860354153298646,0.03380281690140836,0.9988573695695299,14.299525341772712,0,
393,01A,XX0001,19.5,-39.772,-8.458,-0.24,3.41,19.5,,,,,,,,,33.08731746567528,,,,,,,,,,,3.561169049623976,0.35611690496240267,0.05246913580246911,0.9972469897881421,15.088122812331557,0,
394,01A,XX0001,19.6,-40.075,-8.277000000000001,-0.42,3.38,19.6,,,,,,,,,33.31895419779425,,,,,,,,,,,3.477171983091993,0.34771719830919806,0.13422818791946306,0.9819827935678573,15.756891984144591,0,
395,01A,XX0001,19.7,-40.37,-8.103,-0.59,3.33,19.7,,,,,,,,,33.54905079479008,,,,,,,,,,,3.3648551231814254,0.33648551231814133,0.22878228782287827,0.9476586647785297,16.230167528402163,0,
396,01A,XX0001,19.8,-40.654,-7.934,-0.77,3.26,19.8,,,,,,,,,33.77354527395519,,,,,,,,,,,3.257641017669087,0.32576410176690757,0.330612244897959,0.890695543523532,16.713437378349198,0,
397,01A,XX0001,19.9,-40.93,-7.77,-0.94,3.18,19.9,,,,,,,,,33.99496232635429,,,,,,,,,,,3.2104828297314176,0.3210482829731349,0.370689655172414,0.8625891795481568,17.185670804481273,0,
398,03A,XX0001,8.700000000000001,-8.3,-5.71,0.39,0.13,8.700000000000001,,,,,,,,,10.732150413593727,,,,,,,,,,,0.1529705854077777,0.015297058540777715,0.9842424242424241,0.03126685032139598,22.811119481516023,0,
399,03A,XX0001,8.8,-8.302999999999999,-5.725,0.5,0.17,8.8,,,,,,,,,10.67889180814189,,,,,,,,,,,0.16867127793432646,0.016867127793432586,0.9791666666666666,0.04123263888888895,21.97826198770048,0,
400,03A,XX0001,8.9,-8.307,-5.7429999999999986,0.66,0.23,8.9,,,,,,,,,10.604748866899207,,,,,,,,,,,0.2001249609618938,0.02001249609618931,0.9714285714285714,0.05632653061224491,21.165449510936448,0,
401,03A,XX0001,9.0,-8.312000000000001,-5.7639999999999985,0.85,0.3,9.0,,,,,,,,,10.512278103246702,,,,,,,,,,,0.24622144504490984,0.024622144504490896,0.9622641509433962,0.0740477038091848,20.372760244993806,0,
402,03A,XX0001,9.1,-8.318,-5.791,1.09,0.4,9.1,,,,,,,,,10.402485076653559,,,,,,,,,,,0.3118493225902582,0.03118493225902571,0.949044585987261,0.09931437380826824,19.57035441682138,0,
403,03A,XX0001,9.2,-8.325,-5.825,1.19,0.51,9.2,,,,,,,,,10.279343174541843,,,,,,,,,,,0.3942714800743158,0.039427148007431786,0.9342783505154639,0.12712396375810397,18.763581454509158,0,
404,03A,XX0001,9.3,-8.335,-5.8679999999999986,1.38,0.64,9.3,,,,,,,,,10.146292468187582,,,,,,,,,,,0.5044799302251753,0.050447993022517804,0.9161205766710354,0.1607230889999295,17.977301382576865,0,
405,03A,XX0001,9.4,-8.349,-5.922999999999999,1.49,0.79,9.4,,,,,,,,,10.004751684074924,,,,,,,,,,,0.6596969000988357,0.06596969000988334,0.8948069241011984,0.19932056858055214,17.217498366487508,0,
406,03A,XX0001,9.5,-8.367,-5.996,1.47,0.94,9.5,,,,,,,,,9.85288129076972,,,,,,,,,,,0.8597964875480764,0.08597964875480733,0.872972972972973,0.23791818845872892,16.448384783923313,0,
407,03A,XX0001,9.6,-8.39,-6.09,1.33,1.08,9.6,,,,,,,,,9.690527777680636,,,,,,,,,,,1.0890018365457514,0.10890018365457475,0.8514442916093535,0.2750426182858462,15.66550174747046,0,
408,03A,XX0001,9.7,-8.421,-6.207000000000002,1.15,1.2,9.7,,,,,,,,,9.51996942011895,,,,,,,,,,,1.336637572418184,0.13366375724181911,0.8314606741573034,0.3086731473298825,14.897338554251895,0,
409,03A,XX0001,9.8,-8.46,-6.348,0.96,1.31,9.8,,,,,,,,,9.342359163508968,,,,,,,,,,,1.5494273135581276,0.15494273135581357,0.8128571428571428,0.3392632653061225,14.159339673868976,0,
410,03A,XX0001,9.9,-8.506,-6.505,0.76,1.39,9.9,,,,,,,,,9.162630085297561,,,,,,,,,,,1.67959816622906,0.1679598166229054,0.7979651162790699,0.3632516732017306,13.433551466384456,0,
411,03A,XX0001,10.0,-8.559,-6.669,0.56,1.46,10.0,,,,,,,,,8.985475740326718,,,,,,,,,,,1.6981460479004868,0.1698146047900481,0.7837037037037037,0.3858085048010974,12.725716089870936,0,
412,03A,XX0001,10.1,-8.613999999999999,-6.827000000000001,0.35,1.51,10.1,,,,,,,,,8.8137504536945,,,,,,,,,,,1.6335926664869738,0.1633592666486968,0.77190332326284,0.40416525953578364,12.052592086352211,0,
413,03A,XX0001,10.2,-8.668,-6.977,0.13,1.53,10.2,,,,,,,,,8.644184461243292,,,,,,,,,,,1.5434539189752121,0.15434539189752203,0.7642526964560863,0.4159178159596012,11.420124780404109,0,
414,03A,XX0001,10.3,-8.717,-7.1179999999999986,-0.05,1.53,10.3,,,,,,,,,8.47286620040704,,,,,,,,,,,1.4642574910171944,0.1464257491017202,0.7590551181102362,0.42383532767065535,10.800154906296484,0,
415,03A,XX0001,10.4,-8.757,-7.256,-0.15,1.52,10.4,,,,,,,,,8.292274947805335,,,,,,,,,,,1.4177535046685807,0.14177535046685757,0.7560192616372392,0.4284348760334836,10.204189972751388,0,
416,03A,XX0001,10.5,-8.782,-7.394,-0.13,1.51,10.5,,,,,,,,,8.096494136353092,,,,,,,,,,,1.4085542233084307,0.14085542233084258,0.7524590163934426,0.4338054286482129,9.62635237252408,0,
417,03A,XX0001,10.6,-8.788,-7.536,-0.01,1.5,10.6,,,,,,,,,7.879238751300789,,,,,,,,,,,1.4314765104604403,0.14314765104604352,0.7483221476510067,0.440013963334985,9.030494615468191,0,
418,03A,XX0001,10.7,-8.769,-7.68,0.12,1.5,10.7,,,,,,,,,7.636606330694283,,,,,,,,,,,1.4627115231651064,0.14627115231651142,0.7427101200686106,0.44838167754767,8.450723164321502,0,
419,03A,XX0001,10.8,-8.722000000000001,-7.8210000000000015,0.18,1.52,10.8,,,,,,,,,7.368893437959326,,,,,,,,,,,1.4967381200463825,0.14967381200463906,0.7319223985890654,0.46428960244362927,7.900163859060141,0,
420,03A,XX0001,10.9,-8.644,-7.952000000000001,0.08,1.53,10.9,,,,,,,,,7.076552387992332,,,,,,,,,,,1.532000326370729,0.15320003263707235,0.7218181818181818,0.4789785123966942,7.345971208764706,1,
421,03A,XX0001,11.0,-8.538,-8.066,-0.14,1.53,11.0,,,,,,,,,6.766473924430656,,,,,,,,,,,1.5717028981331091,0.15717028981331035,0.7134831460674157,0.4909418002777428,6.812154211407726,1,
422,03A,XX0001,11.1,-8.411,-8.163,-0.27,1.51,11.1,,,,,,,,,6.444641602137392,,,,,,,,,,,1.6169802101448336,0.1616980210144828,0.703921568627451,0.5044944252210688,6.297025726483893,1,
423,03A,XX0001,11.2,-8.27,-8.247,-0.13,1.49,11.2,,,,,,,,,6.115492891010504,,,,,,,,,,,1.6541009642703035,0.16541009642703122,0.6908713692946058,0.5226967510889964,5.813448030214082,1,
424,03A,XX0001,11.3,-8.122,-8.324,0.19,1.49,11.3,,,,,,,,,5.781998936354103,,,,,,,,,,,1.6236455894067408,0.16236455894067495,0.6795698924731183,0.5381847612440744,5.378044440128772,1,
425,03A,XX0001,11.4,-7.977,-8.387,0.53,1.52,11.4,,,,,,,,,5.456513542547109,,,,,,,,,,,1.4769055487741958,0.14769055487741906,0.6644591611479029,0.5584940231666251,4.999060011642189,1,
426,03A,XX0001,11.5,-7.843,-8.421,0.82,1.59,11.5,,,,,,,,,5.153779336564576,,,,,,,,,,,1.2647924730958875,0.1264792473095883,0.6701244813278009,0.5509331795251458,4.679147892512054,1,
427,03A,XX0001,11.6,-7.725,-8.408999999999999,1.08,1.69,11.6,,,,,,,,,4.886491356791702,,,,,,,,,,,1.162809098691616,0.11628090986916119,0.6870370370370371,0.5279801097393688,4.422717829570409,1,
428,03A,XX0001,11.7,-7.625,-8.34,1.32,1.81,11.7,,,,,,,,,4.662880033841745,,,,,,,,,,,1.3336884943643958,0.13336884943644028,0.697829716193656,0.5130336871970815,4.124068137167474,1,
429,03A,XX0001,11.8,-7.542999999999998,-8.214,1.61,1.95,11.8,,,,,,,,,4.484000750445965,,,,,,,,,,,1.6837606718295743,0.16837606718295833,0.7058823529411764,0.5017301038062285,3.648962181223586,1,
430,03A,XX0001,11.9,-7.474,-8.039,1.98,2.13,11.9,,,,,,,,,4.343986579168955,,,,,,,,,,,2.0570670868982424,0.2057067086898235,0.7094133697135061,0.49673267087172834,3.232321766161284,1,
431,03A,XX0001,12.0,-7.412000000000001,-7.824,2.36,2.35,12.0,,,,,,,,,4.235333494543257,,,,,,,,,,,2.3940185880648577,0.23940185880648493,0.70625,0.5012109375,3.160886268121649,1,
432,03A,XX0001,12.1,-7.352,-7.576,2.52,2.6,12.1,,,,,,,,,4.153365918143982,,,,,,,,,,,2.699814808463739,0.26998148084637297,0.703872437357631,0.5045635919282278,3.402608705096724,1,
433,03A,XX0001,12.2,-7.29,-7.297999999999999,2.22,2.84,12.2,,,,,,,,,4.094435414071151,,,,,,,,,,,2.9817109182481016,0.2981710918248118,0.6936353829557713,0.5188699555118005,3.8187016118047237,1,
434,03A,XX0001,12.3,-7.222,-6.994,1.52,3.03,12.3,,,,,,,,,4.055038475773071,,,,,,,,,,,3.2387806347451025,0.323878063474512,0.6681270536692224,0.5536062401552839,4.3614942393633855,1,
435,03A,XX0001,12.4,-7.148,-6.666,0.66,3.14,12.4,,,,,,,,,4.034074706794607,,,,,,,,,,,3.4628384311139966,0.3462838431113984,0.6627282491944145,0.560791267719706,4.99809613753077,1,
436,03A,XX0001,12.5,-7.067,-6.319,-0.18,3.16,12.5,,,,,,,,,4.02965447898452,,,,,,,,,,,3.620255515844164,0.36202555158441513,0.6523652365236523,0.5744195981754392,5.649428378163582,1,
437,03A,XX0001,12.6,-6.983,-5.961,-0.88,3.11,12.6,,,,,,,,,4.039706588355148,,,,,,,,,,,3.663775375210671,0.36637753752106583,0.6366822429906543,0.5946357214603895,6.381052969534104,1,
438,03A,XX0001,12.7,-6.898,-5.606,-1.37,2.99,12.7,,,,,,,,,4.057565213277538,,,,,,,,,,,3.5313595115762277,0.35313595115762464,0.6281094527363184,0.6054785153832827,6.805294189085435,1,
439,03A,XX0001,12.8,-6.815,-5.275,-1.68,2.84,12.8,,,,,,,,,4.070769132485899,,,,,,,,,,,3.2005077722136273,0.32005077722136444,0.6203208556149733,0.6152020360891075,6.698992461557186,1,
440,03A,XX0001,12.9,-6.735,-4.987,-1.88,2.66,12.9,,,,,,,,,4.064411919331013,,,,,,,,,,,2.725233934912754,0.27252339349127447,0.6133720930232558,0.6237746755002704,6.126303942835355,1,
441,03A,XX0001,13.0,-6.665,-4.751,-2.02,2.46,13.0,,,,,,,,,4.032525325400946,,,,,,,,,,,2.2342000805657554,0.22342000805657475,0.6101426307448494,0.6277259701477543,5.650703053603154,1,
442,03A,XX0001,13.1,-6.61,-4.558,-2.03,2.26,13.1,,,,,,,,,3.980776569967222,,,,,,,,,,,1.8457857405452105,0.18457857405452038,0.602112676056338,0.6374603253322754,5.278806872769641,1,
443,03A,XX0001,13.2,-6.579,-4.392,-1.8,2.06,13.2,,,,,,,,,3.922296536469419,,,,,,,,,,,1.620030863903507,0.16200308639035157,0.6192236598890942,0.6165620590335554,4.996447738143571,1,
444,03A,XX0001,13.3,-6.574,-4.2360000000000015,-1.26,1.91,13.3,,,,,,,,,3.868047591485915,,,,,,,,,,,1.5663492586265666,0.15663492586265748,0.6631393298059964,0.5602462292644539,4.8091127040234785,1,
445,03A,XX0001,13.4,-6.5920000000000005,-4.079,-0.46,1.82,13.4,,,,,,,,,3.824981665315535,,,,,,,,,,,1.5913830462839653,0.15913830462839595,0.6732495511669658,0.5467350418534791,4.716347845526239,1,
446,03A,XX0001,13.5,-6.626,-3.922,0.45,1.82,13.5,,,,,,,,,3.789420410828021,,,,,,,,,,,1.6216118524480554,0.16216118524480497,0.6666666666666666,0.5555555555555556,4.720084003489768,1,
447,03A,XX0001,13.6,-6.665,-3.763,1.27,1.91,13.6,,,,,,,,,3.760030225942341,,,,,,,,,,,1.6628364321243445,0.16628364321243386,0.6443202979515829,0.5848513536475834,4.813858847120468,1,
448,03A,XX0001,13.7,-6.7010000000000005,-3.5980000000000003,1.89,2.07,13.7,,,,,,,,,3.737452193674187,,,,,,,,,,,1.762136487335747,0.17621364873357565,0.6109022556390978,0.6267984340550623,4.985861811161638,1,
449,03A,XX0001,13.8,-6.732,-3.417,2.26,2.28,13.8,,,,,,,,,3.729027803597073,,,,,,,,,,,1.96929555933079,0.19692955593308004,0.5356415478615072,0.7130881322045287,5.215563727920501,1,
450,03A,XX0001,13.9,-6.756,-3.208,2.45,2.51,13.9,,,,,,,,,3.7406964538705894,,,,,,,,,,,2.2806358762415444,0.22806358762415363,0.5525846702317291,0.6946501822248912,5.493126796279147,0,
451,03A,XX0001,14.0,-6.776,-2.963,2.54,2.76,14.0,,,,,,,,,3.7779002805791473,,,,,,,,,,,2.6728729861330995,0.267287298613309,0.6523929471032746,0.5743834425699039,5.812166549575124,0,
452,03A,XX0001,14.1,-6.7970000000000015,-2.675,2.55,3.02,14.1,,,,,,,,,3.8461887447185945,,,,,,,,,,,3.093194141983344,0.3093194141983333,0.7006937561942518,0.5090282600303904,6.164842901485812,0,
453,03A,XX0001,14.2,-6.8210000000000015,-2.346,2.48,3.27,14.2,,,,,,,,,3.9446477320541566,,,,,,,,,,,3.4812785007809737,0.3481278500780992,0.7404761904761905,0.4516950113378684,6.608416603090337,0,
454,03A,XX0001,14.3,-6.853,-1.981,2.28,3.51,14.3,,,,,,,,,4.073936274661153,,,,,,,,,,,3.806126640037069,0.3806126640037089,0.7587628865979382,0.4242788819215644,6.68126941531323,0,
455,03A,XX0001,14.4,-6.891,-1.588,1.94,3.72,14.4,,,,,,,,,4.231215213150945,,,,,,,,,,,4.0324589272551945,0.40324589272551803,0.7690875232774673,0.4085043815389312,5.760396166931576,0,
456,03A,XX0001,14.5,-6.938,-1.179,1.5,3.9,14.5,,,,,,,,,4.413583243805422,,,,,,,,,,,4.152685877838598,0.41526858778385833,0.7735191637630662,0.40166810329128677,3.8983824850827555,1,
457,03A,XX0001,14.6,-6.995,-0.764,1.0,4.02,14.6,,,,,,,,,4.61610833928321,,,,,,,,,,,4.19982440109109,0.41998244010910746,0.7777777777777778,0.3950617283950617,1.7253231581358905,1,
458,03A,XX0001,14.7,-7.067,-0.349,0.54,4.1,14.7,,,,,,,,,4.835835531735959,,,,,,,,,,,4.2204265187300445,0.4220426518730067,0.7829539438856538,0.3869831217539006,1.6659513798427619,1,
459,03A,XX0001,14.8,-7.159,0.064,0.17,4.13,14.8,,,,,,,,,5.070182198895815,,,,,,,,,,,4.232248220508788,0.4232248220508811,0.7937062937062938,0.3700303193310186,4.312112359389537,1,
460,03A,XX0001,14.9,-7.273,0.472,-0.11,4.13,14.9,,,,,,,,,5.313494312596936,,,,,,,,,,,4.211344797092743,0.4211344797092728,0.7938092860708937,0.36986681734761795,6.591216958953787,1,
461,03A,XX0001,15.0,-7.41,0.868,-0.35,4.11,15.0,,,,,,,,,5.556502722036588,,,,,,,,,,,4.157357935035198,0.4157357935035183,0.7765089722675368,0.3970338159880138,8.31669435533133,0,
462,03A,XX0001,15.1,-7.569,1.249,-0.58,4.06,15.1,,,,,,,,,5.796034894649962,,,,,,,,,,,4.092935987772119,0.40929359877721044,0.7594786729857821,0.42319214527975546,9.549167293539265,0,
463,03A,XX0001,15.2,-7.747000000000001,1.614,-0.76,4.0,15.2,,,,,,,,,6.032193274423492,,,,,,,,,,,4.038790041584217,0.4038790041584238,0.735624586913417,0.4588564671284645,10.75151026600449,0,
464,03A,XX0001,15.3,-7.941,1.966,-0.84,3.92,15.3,,,,,,,,,6.268672028428348,,,,,,,,,,,3.9914533693881205,0.39914533693881415,0.7151162790697675,0.4886087074094104,11.91432184389863,0,
465,03A,XX0001,15.4,-8.145,2.306,-0.79,3.83,15.4,,,,,,,,,6.506684347653573,,,,,,,,,,,3.9204113304601185,0.39204113304601046,0.696031746031746,0.515539808515999,13.047208015510446,0,
466,03A,XX0001,15.5,-8.357999999999999,2.63,-0.61,3.76,15.5,,,,,,,,,6.743174879090708,,,,,,,,,,,3.7960044783956857,0.3796004478395672,0.6848281642917016,0.5310103853928583,14.134203125751377,0,
467,03A,XX0001,15.6,-8.576,2.931,-0.38,3.71,15.6,,,,,,,,,6.9698133231816195,,,,,,,,,,,3.6293043410549286,0.3629304341054916,0.6782307025151778,0.5400031141657684,15.161965901557755,0,
468,03A,XX0001,15.7,-8.801,3.205,-0.16,3.68,15.7,,,,,,,,,7.182946761601397,,,,,,,,,,,3.479727000786105,0.34797270007861236,0.6666666666666666,0.5555555555555556,15.956809768872976,0,
469,03A,XX0001,15.8,-9.034,3.455,0.02,3.68,15.8,,,,,,,,,9.539445727786726,,,,,,,,,,,3.408320700873063,0.3408320700873081,0.6521739130434783,0.5746691871455576,16.597606152695636,0,
470,03A,XX0001,15.9,-9.28,3.69,0.19,3.69,15.9,,,,,,,,,9.761300499319573,,,,,,,,,,,3.4428367663890254,0.3442836766389013,0.6335650446871898,0.5985953341505192,17.334918517258743,0,
471,03A,XX0001,16.0,-9.54,3.922,0.36,3.72,16.0,,,,,,,,,9.992855882790206,,,,,,,,,,,3.5582931301397633,0.35582931301397824,0.6129032258064515,0.6243496357960459,18.165333055025442,0,
472,03A,XX0001,16.1,-9.817,4.157,0.54,3.76,16.1,,,,,,,,,10.239157653967926,,,,,,,,,,,3.711232948765156,0.3711232948765143,0.591304347826087,0.6503591682419659,19.00875024824094,0,
473,03A,XX0001,16.2,-10.107,4.401,0.66,3.82,16.2,,,,,,,,,10.502082018295624,,,,,,,,,,,3.8692764181433295,0.3869276418143316,0.5573580533024334,0.6893520004189219,19.70869161055599,0,
474,03A,XX0001,16.3,-10.411,4.6530000000000005,0.69,3.89,16.3,,,,,,,,,10.780479943010556,,,,,,,,,,,4.00632000718866,0.40063200071886457,0.5279126213592232,0.7213082642096333,20.32292424824735,0,
475,03A,XX0001,16.4,-10.725,4.9110000000000005,0.6,3.96,16.4,,,,,,,,,11.070337369343102,,,,,,,,,,,4.1044396694311605,0.4104439669431146,0.505,0.7449749999999999,20.952302785135576,0,
476,03A,XX0001,16.5,-11.047,5.1720000000000015,0.43,4.01,16.5,,,,,,,,,11.36857119648669,,,,,,,,,,,4.16361621670387,0.4163616216703929,0.48124191461837007,0.7684062196144454,21.527382400096858,0,
477,03A,XX0001,16.6,-11.377,5.4289999999999985,0.24,4.04,16.6,,,,,,,,,11.670780812293366,,,,,,,,,,,4.165048018930878,0.4165048018930863,0.4555256064690027,0.7924964218510473,22.07075191288235,0,
478,03A,XX0001,16.7,-11.711,5.675,0.04,4.06,16.7,,,,,,,,,11.970531715925716,,,,,,,,,,,4.130284493833344,0.4130284493833329,0.43611111111111117,0.809807098765432,22.616655278798408,0,
479,03A,XX0001,16.8,-12.05,5.908,-0.13,4.05,16.8,,,,,,,,,12.26712216279861,,,,,,,,,,,4.083999265425993,0.4083999265425978,0.41977077363896853,0.8237924975985418,23.126668523589817,0,
480,03A,XX0001,16.9,-12.392,6.126,-0.28,4.03,16.9,,,,,,,,,12.558058847799423,,,,,,,,,,,4.031293216822625,0.4031293216822611,0.4099560761346998,0.8319360156402402,23.611307545326667,0,
481,03A,XX0001,17.0,-12.737,6.33,-0.37,4.0,17.0,,,,,,,,,12.843436502678989,,,,,,,,,,,3.985865652527635,0.39858656525276914,0.3984962406015038,0.8412007462264683,24.067767864926733,0,
482,03A,XX0001,17.1,-13.085,6.52,-0.4,3.96,17.1,,,,,,,,,13.12232364527105,,,,,,,,,,,3.9495442775084943,0.39495442775084805,0.3850931677018634,0.8517032521893445,24.508806662095978,0,
483,03A,XX0001,17.2,-13.437,6.6960000000000015,-0.4,3.92,17.2,,,,,,,,,13.39468935378113,,,,,,,,,,,3.913693907295274,0.391369390729526,0.3738019169329073,0.8602721268972838,24.90598899863244,0,
484,03A,XX0001,17.3,-13.791,6.858,-0.38,3.88,17.3,,,,,,,,,13.65848736527724,,,,,,,,,,,3.875632206492199,0.3875632206492254,0.35333333333333333,0.8751555555555556,25.254992476736163,0,
485,03A,XX0001,17.400000000000002,-14.147,7.0070000000000014,-0.37,3.84,17.400000000000002,,,,,,,,,13.913819234936156,,,,,,,,,,,3.839251229081017,0.3839251229081003,0.3704918032786885,0.8627358237033056,25.58804134747324,0,
486,03A,XX0001,17.5,-14.504,7.143,-0.39,3.8,17.5,,,,,,,,,14.16058230843808,,,,,,,,,,,3.799796047158331,0.37997960471583175,0.405320813771518,0.8357150379235945,25.91801622424062,0,
487,03A,XX0001,17.6,-14.86,7.27,-0.41,3.76,17.6,,,,,,,,,14.401036145286604,,,,,,,,,,,3.7695954690125664,0.37695954690125527,0.44213649851632053,0.8045153166797276,26.220230738877948,0,
488,03A,XX0001,17.7,-15.217,7.388,-0.44,3.72,17.7,,,,,,,,,14.637629794189207,,,,,,,,,,,3.733527152706959,0.3733527152706946,0.4861878453038674,0.7636213790787827,26.473943189483503,0,
489,03A,XX0001,17.8,-15.572,7.495,-0.46,3.68,17.8,,,,,,,,,14.867757731646766,,,,,,,,,,,3.697059642472526,0.36970596424726443,0.5214564369310792,0.7280831843831435,26.666520676683714,0,
490,03A,XX0001,17.900000000000006,-15.928,7.591,-0.49,3.63,17.900000000000006,,,,,,,,,15.092380292470832,,,,,,,,,,,3.6562344016761275,0.36562344016761145,0.5529556650246306,0.6942400325171685,26.622781090637393,0,
491,03A,XX0001,18.0,-16.281,7.673999999999999,-0.53,3.58,18.0,,,,,,,,,15.306903731960428,,,,,,,,,,,3.5951703714845755,0.3595170371484499,0.5793184488836662,0.664390134783023,26.450810668106186,0,
492,03A,XX0001,18.1,-16.631,7.742000000000001,-0.59,3.52,18.1,,,,,,,,,15.508493726646103,,,,,,,,,,,3.535678859851404,0.35356788598513916,0.5990888382687928,0.6410925638617482,26.266701696254138,0,
493,03A,XX0001,18.2,-16.977,7.798999999999999,-0.67,3.46,18.2,,,,,,,,,15.696462685680974,,,,,,,,,,,3.4741365833829736,0.3474136583382961,0.6176795580110498,0.6184719636152742,26.172086752874712,0,
494,03A,XX0001,18.3,-17.317999999999998,7.846,-0.78,3.39,18.3,,,,,,,,,15.87106290685625,,,,,,,,,,,3.4128360640382422,0.341283606403823,0.6366559485530546,0.5946692031720102,26.13097992804709,0,
495,03A,XX0001,18.4,-17.654,7.886,-0.89,3.3,18.4,,,,,,,,,16.033776415960926,,,,,,,,,,,3.346079795820792,0.334607979582078,0.639344262295082,0.5912389142703574,26.1488014256868,0,
496,03A,XX0001,18.5,-17.983,7.921,-0.99,3.21,18.5,,,,,,,,,16.185409580266782,,,,,,,,,,,3.267736219464421,0.32677362194644677,0.6293302540415705,0.6039434313479723,26.22987283613857,0,
497,03A,XX0001,18.6,-18.304,7.954,-1.03,3.11,18.6,,,,,,,,,16.329365470508076,,,,,,,,,,,3.1777075069930483,0.3177707506993037,0.61557478368356,0.6210676856929382,26.317191491494683,0,
498,03A,XX0001,18.7,-18.615,7.987999999999999,-1.01,3.0,18.7,,,,,,,,,16.467434897622574,,,,,,,,,,,3.064482011694651,0.30644820116946403,0.5945945945945946,0.6464572680788896,26.45731974331489,0,
499,03A,XX0001,18.8,-18.913,8.023,-0.95,2.91,18.8,,,,,,,,,16.59886242144173,,,,,,,,,,,2.917297550816548,0.2917297550816538,0.5695266272189349,0.6756394208886244,26.61541846374015,0,
500,03A,XX0001,18.9,-19.194000000000006,8.06,-0.91,2.81,18.9,,,,,,,,,16.722545517804445,,,,,,,,,,,2.760588705330831,0.2760588705330821,0.5453074433656958,0.7026397922099685,26.75880251431293,0,
501,03A,XX0001,19.0,-19.46,8.097999999999999,-0.91,2.72,19.0,,,,,,,,,16.83922265191185,,,,,,,,,,,2.618458515997465,0.2618458515997502,0.5168738898756661,0.7328413819647979,26.877857076039376,0,
502,03A,XX0001,19.1,-19.712,8.137,-0.92,2.63,19.1,,,,,,,,,16.948798607073613,,,,,,,,,,,2.5112596440830153,0.25112596440830065,0.4853228962818004,0.7644616863446447,26.98910167085967,0,
503,03A,XX0001,19.2,-19.956,8.177,-0.9,2.54,19.2,,,,,,,,,17.056168718299766,,,,,,,,,,,2.4726756762665163,0.24726756762665075,0.43555555555555553,0.8102913580246913,27.1224448934826,0,
