Timestamp,X,Y,Snelheid,Acceleration,dist to closest home,dist to closest visitor,Naam,Shirt,
5100,23.768,-0.03,2.6,0.37,6.858,8.632,03_XX0002,3,
5100,25.724,-17.815,1.44,-0.45,10.221,9.114,05_XX0002,5,
5100,25.619,-26.929,3.31,2.27,9.724,9.114,06_XX0002,6,
5100,-0.239,17.464,1.51,-0.2,3.473,16.161,04_XX0002,4,
5100,-8.854,-5.447,3.48,1.03,7.938,9.637,08_XX0002,8,
5100,-2.079,1.408,3.92,0.41,3.448,9.637,10_XX0002,10,
5100,,,0,0,0,0,23_XX0002,23,
5100,16.246,-4.266,4.88,0.75,2.532,8.632,07_XX0002,7,
5100,-15.081,3.722,2.7,0.59,9.85,11.084,09_XX0002,9,
5100,16.42,-19.317,4.65,1.12,3.516,9.424,11_XX0002,11,
5100,,,0,0,0,0,21_XX0002,21,
5100,,,0,0,0,0,25_XX0002,25,
5100,0,0,0,,,,,,
5100,0,0,0,,,,,,
5200,8.752,-14.993,14.01,-2.79,9.345,9.113,ball,5,
5200,-45.987,0.855,1.23,0.36,34.835,31.29,01_XX0001,1,
5200,,,0,0,0,0,03_XX0001,3,
5200,3.422,-22.669,4.15,-1.04,13.094,13.401,04_XX0001,4,
5200,-13.507,-11.737,3.44,-0.17,15.821,7.776,05_XX0001,5,
5200,-3.206,19.088,1.38,0.48,16.778,3.529,15_XX0001,15,
5200,-5.131,2.421,2.96,0.33,12.618,3.596,29_XX0001,29,
5200,15.596,-6.944,4.13,0.54,10.95,2.447,06_XX0001,6,
5200,1.882,-8.068,4.1,0.9,12.618,9.969,10_XX0001,10,
5200,,,0,0,0,0,18_XX0001,18,
5200,,,0,0,0,0,23_XX0001,23,
5200,,,0,0,0,0,11_XX0001,11,
5200,18.459,3.626,4.12,-0.52,10.95,6.684,14_XX0001,14,
5200,16.508,-23.144,3.94,0.82,13.094,3.366,17_XX0001,17,
5200,44.038,-0.219,1.16,0.5,25.867,20.143,26_XX0002,26,
5200,17.721,12.553,4.11,-0.15,8.957,14.225,02_XX0002,2,
5200,23.895,-0.263,2.63,0.31,6.684,8.6,03_XX0002,3,
5200,25.865,-17.798,1.41,-0.2,10.777,9.439,05_XX0002,5,
5200,25.465,-27.229,3.55,2.49,9.844,9.439,06_XX0002,6,
5200,-0.1,17.412,1.49,-0.15,3.529,16.277,04_XX0002,4,
5200,-8.604,-5.702,3.58,0.97,7.776,9.746,08_XX0002,8,
5200,-1.741,1.219,3.95,0.37,3.596,9.746,10_XX0002,10,
5200,,,0,0,0,0,23_XX0002,23,
5200,16.514,-4.675,4.96,0.8,2.447,8.6,07_XX0002,7,
5200,-14.821,3.642,2.75,0.48,9.767,11.224,09_XX0002,9,
5200,16.508,-19.779,4.74,0.83,3.366,9.565,11_XX0002,11,
5200,,,0,0,0,0,21_XX0002,21,
5200,,,0,0,0,0,25_XX0002,25,
5200,0,0,0,,,,,,
5200,0,0,0,,,,,,
5300,9.844,-15.796,13.7,-2.97,9.238,8.084,ball,5,
5300,-45.882,0.819,1.27,0.43,35.067,31.438,01_XX0001,1,
5300,,,0,0,0,0,03_XX0001,3,
5300,3.817,-22.797,4.03,-1.2,12.418,13.026,04_XX0001,4,
5300,-13.189,-11.863,3.41,-0.31,15.692,7.611,05_XX0001,5,
5300,-3.174,18.954,1.44,0.68,16.88,3.585,15_XX0001,15,
5300,-4.975,2.17,2.99,0.31,12.748,3.759,29_XX0001,29,
5300,15.853,-7.268,4.19,0.55,11.106,2.35,06_XX0001,6,
5300,2.12,-8.421,4.19,0.81,12.748,10.074,10_XX0001,10,
5300,,,0,0,0,0,18_XX0001,18,
5300,,,0,0,0,0,23_XX0001,23,
5300,,,0,0,0,0,11_XX0001,11,
5300,18.824,3.433,4.07,-0.55,11.106,6.515,14_XX0001,14,
5300,16.216,-23.485,3.99,0.29,12.418,3.259,17_XX0001,17,
5300,44.17,-0.216,1.21,0.37,25.607,20.156,26_XX0002,26,
5300,18.056,12.304,4.1,-0.17,8.904,14.126,02_XX0002,2,
5300,24.015,-0.503,2.66,0.2,6.515,8.584,03_XX0002,3,
5300,26.008,-17.779,1.4,-0.04,11.334,9.735,05_XX0002,5,
5300,25.249,-27.555,3.81,2.54,9.908,9.805,06_XX0002,6,
5300,0.041,17.369,1.48,-0.1,3.585,16.413,04_XX0002,4,
5300,-8.36,-5.98,3.68,0.9,7.611,9.874,08_XX0002,8,
5300,-1.395,1.019,3.99,0.41,3.759,9.874,10_XX0002,10,
5300,,,0,0,0,0,23_XX0002,23,
5300,16.769,-5.103,5.04,0.81,2.35,8.584,07_XX0002,7,
5300,-14.563,3.551,2.8,0.42,9.688,11.372,09_XX0002,9,
5300,16.591,-20.248,4.81,0.6,3.259,9.735,11_XX0002,11,
5300,,,0,0,0,0,21_XX0002,21,
5300,,,0,0,0,0,25_XX0002,25,
5300,0,0,0,,,,,,
5300,0,0,0,,,,,,
5400,10.941,-16.603,13.41,-2.62,8.789,7.057,ball,5,
5400,-45.774,0.781,1.31,0.46,35.296,31.578,01_XX0001,1,
5400,,,0,0,0,0,03_XX0001,3,
5400,4.197,-22.941,3.91,-1.34,11.784,12.665,04_XX0001,4,
5400,-12.876,-12.007,3.38,-0.36,15.582,7.443,05_XX0001,5,
5400,-3.145,18.81,1.51,0.81,16.977,3.642,15_XX0001,15,
5400,-4.817,1.916,3.02,0.32,12.883,3.932,29_XX0001,29,
5400,16.106,-7.603,4.24,0.49,11.267,2.246,06_XX0001,6,
5400,2.368,-8.777,4.26,0.65,12.883,10.174,10_XX0001,10,
5400,,,0,0,0,0,18_XX0001,18,
5400,,,0,0,0,0,23_XX0001,23,
5400,,,0,0,0,0,11_XX0001,11,
5400,19.183,3.236,4.01,-0.58,11.267,6.352,14_XX0001,14,
5400,15.948,-23.826,4,-0.1,11.784,3.18,17_XX0001,17,
5400,44.304,-0.209,1.24,0.27,25.357,20.183,26_XX0002,26,
5400,18.385,12.044,4.08,-0.16,8.845,14.024,02_XX0002,2,
5400,24.128,-0.75,2.67,0.09,6.352,8.583,03_XX0002,3,
5400,26.151,-17.76,1.4,0.04,11.87,9.938,05_XX0002,5,
5400,24.979,-27.896,4.05,2.37,9.905,10.203,06_XX0002,6,
5400,0.184,17.333,1.47,-0.06,3.642,16.572,04_XX0002,4,
5400,-8.125,-6.277,3.76,0.79,7.443,10.016,08_XX0002,8,
5400,-1.045,0.807,4.04,0.51,3.932,10.016,10_XX0002,10,
5400,,,0,0,0,0,23_XX0002,23,
5400,17.013,-5.549,5.12,0.76,2.246,8.583,07_XX0002,7,
5400,-14.308,3.445,2.84,0.41,9.613,11.522,09_XX0002,9,
5400,16.667,-20.728,4.87,0.48,3.18,9.938,11_XX0002,11,
5400,,,0,0,0,0,21_XX0002,21,
5400,,,0,0,0,0,25_XX0002,25,
5400,0,0,0,,,,,,
5400,0,0,0,,,,,,
5500,11.985,-17.37,13.52,1.31,7.749,6.108,ball,5,
5500,-45.659,0.736,1.36,0.42,35.514,31.709,01_XX0001,1,
5500,,,0,0,0,0,03_XX0001,3,
5500,4.558,-23.099,3.77,-1.44,11.209,12.313,04_XX0001,4,
5500,-12.57,-12.162,3.34,-0.34,15.493,7.27,05_XX0001,5,
5500,-3.116,18.659,1.6,0.9,17.07,3.7,15_XX0001,15,
5500,-4.657,1.659,3.06,0.36,13.019,4.107,29_XX0001,29,
5500,16.352,-7.951,4.28,0.37,11.441,2.138,06_XX0001,6,
5500,2.625,-9.133,4.32,0.45,13.019,10.268,10_XX0001,10,
5500,,,0,0,0,0,18_XX0001,18,
5500,,,0,0,0,0,23_XX0001,23,
5500,,,0,0,0,0,11_XX0001,11,
5500,19.534,3.039,3.95,-0.63,11.441,6.198,14_XX0001,14,
5500,15.717,-24.161,3.98,-0.24,11.209,3.111,17_XX0001,17,
5500,44.438,-0.202,1.26,0.17,25.114,20.219,26_XX0002,26,
5500,18.707,11.78,4.06,-0.19,8.781,13.926,02_XX0002,2,
5500,24.236,-1.001,2.67,-0.02,6.198,8.598,03_XX0002,3,
5500,26.293,-17.743,1.4,0.09,12.371,10.178,05_XX0002,5,
5500,24.665,-28.24,4.27,1.98,9.833,10.597,06_XX0002,6,
5500,0.326,17.302,1.46,-0.03,3.7,16.749,04_XX0002,4,
5500,-7.9,-6.59,3.84,0.65,7.27,10.169,08_XX0002,8,
5500,-0.693,0.584,4.09,0.61,4.107,10.169,10_XX0002,10,
5500,,,0,0,0,0,23_XX0002,23,
5500,17.248,-6.01,5.19,0.66,2.138,8.598,07_XX0002,7,
5500,-14.056,3.324,2.88,0.42,9.545,11.67,09_XX0002,9,
5500,16.727,-21.219,4.91,0.48,3.111,10.178,11_XX0002,11,
5500,,,0,0,0,0,21_XX0002,21,
5500,,,0,0,0,0,25_XX0002,25,
5500,0,0,0,,,,,,
5500,0,0,0,,,,,,
5600,13.028,-18.136,13.51,3.89,6.83,5.18,ball,5,
5600,-45.535,0.679,1.4,0.33,35.715,31.829,01_XX0001,1,
5600,,,0,0,0,0,03_XX0001,3,
5600,4.899,-23.268,3.62,-1.49,10.7,11.97,04_XX0001,4,
5600,-12.271,-12.324,3.31,-0.32,15.426,7.088,05_XX0001,5,
5600,-3.086,18.499,1.69,0.95,17.157,3.761,15_XX0001,15,
5600,-4.494,1.4,3.1,0.42,13.154,4.279,29_XX0001,29,
5600,16.592,-8.314,4.31,0.23,11.631,2.03,06_XX0001,6,
5600,2.892,-9.485,4.35,0.23,13.154,10.357,10_XX0001,10,
5600,,,0,0,0,0,18_XX0001,18,
5600,,,0,0,0,0,23_XX0001,23,
5600,,,0,0,0,0,11_XX0001,11,
5600,19.877,2.844,3.88,-0.72,11.631,6.057,14_XX0001,14,
5600,15.529,-24.492,3.96,-0.09,10.7,3.037,17_XX0001,17,
5600,44.567,-0.203,1.27,0.05,24.877,20.255,26_XX0002,26,
5600,19.021,11.518,4.04,-0.28,8.717,13.834,02_XX0002,2,
5600,24.339,-1.253,2.67,-0.12,6.057,8.631,03_XX0002,3,
5600,26.433,-17.726,1.42,0.13,12.832,10.457,05_XX0002,5,
5600,24.322,-28.578,4.45,1.52,9.696,10.202,06_XX0002,6,
5600,0.468,17.27,1.46,-0.03,3.761,16.936,04_XX0002,4,
5600,-7.685,-6.919,3.89,0.5,7.088,10.332,08_XX0002,8,
5600,-0.345,0.353,4.16,0.66,4.279,10.332,10_XX0002,10,
5600,,,0,0,0,0,23_XX0002,23,
5600,17.476,-6.487,5.25,0.56,2.03,8.631,07_XX0002,7,
5600,-13.805,3.186,2.92,0.41,9.48,11.814,09_XX0002,9,
5600,16.769,-21.72,4.96,0.55,3.037,10.202,11_XX0002,11,
5600,,,0,0,0,0,21_XX0002,21,
5600,,,0,0,0,0,25_XX0002,25,
5600,0,0,0,,,,,,
5600,0,0,0,,,,,,
5700,14.097,-18.921,13.12,0.3,6.039,4.263,ball,5,
5700,-45.403,0.608,1.42,0.18,35.895,31.941,01_XX0001,1,
5700,,,0,0,0,0,03_XX0001,3,
5700,5.218,-23.439,3.47,-1.48,10.26,11.636,04_XX0001,4,
5700,-11.982,-12.487,3.28,-0.32,15.381,6.897,05_XX0001,5,
5700,-3.053,18.331,1.79,0.99,17.24,3.823,15_XX0001,15,
5700,-4.328,1.139,3.14,0.47,13.287,4.444,29_XX0001,29,
5700,16.827,-8.689,4.33,0.12,11.834,1.921,06_XX0001,6,
5700,3.168,-9.832,4.37,0.05,13.287,10.442,10_XX0001,10,
5700,,,0,0,0,0,18_XX0001,18,
5700,,,0,0,0,0,23_XX0001,23,
5700,,,0,0,0,0,11_XX0001,11,
5700,20.212,2.651,3.81,-0.86,11.834,5.928,14_XX0001,14,
5700,15.384,-24.821,3.97,0.36,10.26,2.953,17_XX0001,17,
5700,44.69,-0.219,1.27,-0.08,24.645,20.288,26_XX0002,26,
5700,19.329,11.259,4,-0.43,8.654,13.748,02_XX0002,2,
5700,24.442,-1.503,2.65,-0.22,5.928,8.686,03_XX0002,3,
5700,26.57,-17.711,1.43,0.17,13.255,10.771,05_XX0002,5,
5700,23.964,-28.903,4.58,1.06,9.502,9.801,06_XX0002,6,
5700,0.608,17.232,1.46,-0.04,3.823,17.126,04_XX0002,4,
5700,-7.48,-7.261,3.94,0.36,6.897,10.505,08_XX0002,8,
5700,-0.003,0.117,4.22,0.64,4.444,10.505,10_XX0002,10,
5700,,,0,0,0,0,23_XX0002,23,
5700,17.698,-6.977,5.31,0.54,1.921,8.686,07_XX0002,7,
5700,-13.554,3.032,2.96,0.39,9.418,11.951,09_XX0002,9,
5700,16.791,-22.225,5.02,0.61,2.953,9.801,11_XX0002,11,
5700,,,0,0,0,0,21_XX0002,21,
5700,,,0,0,0,0,25_XX0002,25,
5700,0,0,0,,,,,,
5700,0,0,0,,,,,,
5800,15.115,-19.67,14.53,12.94,5.486,3.49,ball,5,
5800,-45.266,0.522,1.43,0.02,36.057,32.047,01_XX0001,1,
5800,,,0,0,0,0,03_XX0001,3,
5800,5.515,-23.606,3.32,-1.43,9.884,11.314,04_XX0001,4,
5800,-11.702,-12.651,3.24,-0.35,15.354,6.698,05_XX0001,5,
5800,-3.017,18.154,1.89,1.01,17.318,3.884,15_XX0001,15,
5800,-4.161,0.874,3.19,0.51,13.415,4.606,29_XX0001,29,
5800,17.057,-9.072,4.34,0.1,12.043,1.81,06_XX0001,6,
5800,3.451,-10.172,4.36,-0.09,13.415,10.519,10_XX0001,10,
5800,,,0,0,0,0,18_XX0001,18,
5800,,,0,0,0,0,23_XX0001,23,
5800,,,0,0,0,0,11_XX0001,11,
5800,20.537,2.457,3.71,-1,12.043,5.812,14_XX0001,14,
5800,15.277,-25.154,4.03,0.98,9.884,2.861,17_XX0001,17,
5800,44.806,-0.251,1.25,-0.21,24.421,20.315,26_XX0002,26,
5800,19.631,11.002,3.95,-0.57,8.593,13.666,02_XX0002,2,
5800,24.547,-1.749,2.62,-0.32,5.812,8.765,03_XX0002,3,
5800,26.705,-17.699,1.45,0.17,12.943,11.114,05_XX0002,5,
5800,23.603,-29.212,4.66,0.63,9.263,9.4,06_XX0002,6,
5800,0.744,17.185,1.45,-0.07,3.884,17.315,04_XX0002,4,
5800,-7.286,-7.613,3.97,0.27,6.698,10.684,08_XX0002,8,
5800,0.335,-0.125,4.28,0.59,4.606,10.684,10_XX0002,10,
5800,,,0,0,0,0,23_XX0002,23,
5800,17.912,-7.477,5.36,0.63,1.81,8.765,07_XX0002,7,
5800,-13.304,2.861,3,0.35,9.357,12.08,09_XX0002,9,
5800,16.795,-22.73,5.08,0.56,2.861,9.4,11_XX0002,11,
5800,,,0,0,0,0,21_XX0002,21,
5800,,,0,0,0,0,25_XX0002,25,
5800,0,0,0,,,,,,
5800,0,0,0,,,,,,
5900,16.11,-20.405,15.74,11.32,5.174,2.908,ball,5,
5900,-45.13,0.424,1.42,-0.15,36.207,32.153,01_XX0001,1,
5900,,,0,0,0,0,03_XX0001,3,
5900,5.79,-23.765,3.18,-1.38,9.566,11.007,04_XX0001,4,
5900,-11.43,-12.815,3.21,-0.38,15.343,6.495,05_XX0001,5,
5900,-2.976,17.967,1.99,1,17.393,3.943,15_XX0001,15,
5900,-3.993,0.604,3.24,0.52,13.536,4.767,29_XX0001,29,
5900,17.284,-9.457,4.35,0.15,12.249,1.694,06_XX0001,6,
5900,3.739,-10.506,4.35,-0.2,13.417,10.582,10_XX0001,10,
5900,,,0,0,0,0,18_XX0001,18,
5900,,,0,0,0,0,23_XX0001,23,
5900,,,0,0,0,0,11_XX0001,11,
5900,20.851,2.261,3.61,-1.13,12.249,5.705,14_XX0001,14,
5900,15.198,-25.498,4.16,1.58,9.566,2.765,17_XX0001,17,
5900,44.92,-0.297,1.23,-0.29,24.205,20.335,26_XX0002,26,
5900,19.926,10.744,3.89,-0.67,8.534,13.584,02_XX0002,2,
5900,24.656,-1.99,2.59,-0.4,5.705,8.869,03_XX0002,3,
5900,26.842,-17.693,1.46,0.14,12.617,11.482,05_XX0002,5,
5900,23.244,-29.505,4.7,0.14,8.988,9.003,06_XX0002,6,
5900,0.875,17.125,1.44,-0.08,3.943,17.504,04_XX0002,4,
5900,-7.103,-7.972,3.99,0.24,6.495,10.868,08_XX0002,8,
5900,0.672,-0.378,4.34,0.57,4.767,10.868,10_XX0002,10,
5900,,,0,0,0,0,23_XX0002,23,
5900,18.118,-7.983,5.43,0.79,1.694,8.869,07_XX0002,7,
5900,-13.056,2.678,3.03,0.3,9.297,12.201,09_XX0002,9,
5900,16.784,-23.233,5.13,0.35,2.765,9.003,11_XX0002,11,
5900,,,0,0,0,0,21_XX0002,21,
5900,,,0,0,0,0,25_XX0002,25,
5900,0,0,0,,,,,,
5900,0,0,0,,,,,,
6000,16.695,-21.715,16.75,9.13,4.431,2.024,ball,5,
6000,-45,0.323,1.4,-0.29,36.356,32.264,01_XX0001,1,
6000,,,0,0,0,0,03_XX0001,3,
6000,6.045,-23.919,3.05,-1.32,9.298,10.716,04_XX0001,4,
6000,-11.166,-12.984,3.17,-0.37,15.203,6.29,05_XX0001,5,
6000,-2.931,17.769,2.09,0.97,17.465,3.999,15_XX0001,15,
6000,-3.822,0.327,3.29,0.51,13.646,4.928,29_XX0001,29,
6000,17.504,-9.839,4.37,0.25,12.448,1.574,06_XX0001,6,
6000,4.03,-10.833,4.32,-0.3,13.24,10.625,10_XX0001,10,
6000,,,0,0,0,0,18_XX0001,18,
6000,,,0,0,0,0,23_XX0001,23,
6000,,,0,0,0,0,11_XX0001,11,
6000,21.153,2.062,3.49,-1.21,12.448,5.608,14_XX0001,14,
6000,15.138,-25.863,4.34,1.95,9.298,2.674,17_XX0001,17,
6000,45.034,-0.351,1.2,-0.3,24.002,20.347,26_XX0002,26,
6000,20.217,10.485,3.82,-0.7,8.476,13.499,02_XX0002,2,
6000,24.773,-2.222,2.54,-0.46,5.608,9,03_XX0002,3,
6000,26.983,-17.69,1.47,0.08,12.308,11.878,05_XX0002,5,
6000,22.885,-29.789,4.69,-0.48,8.685,8.61,06_XX0002,6,
6000,1.003,17.053,1.44,-0.08,3.999,17.7,04_XX0002,4,
6000,-6.928,-8.336,4.02,0.26,6.29,11.05,08_XX0002,8,
6000,1.009,-0.647,4.4,0.62,4.928,11.05,10_XX0002,10,
6000,,,0,0,0,0,23_XX0002,23,
6000,18.314,-8.49,5.52,0.93,1.574,9,07_XX0002,7,
6000,-12.809,2.486,3.06,0.23,9.242,12.316,09_XX0002,9,
6000,16.76,-23.738,5.15,-0.03,2.674,8.61,11_XX0002,11,
6000,,,0,0,0,0,21_XX0002,21,
6000,,,0,0,0,0,25_XX0002,25,
6000,0,0,0,,,,,,
6000,0,0,0,,,,,,
6100,17.673,-20.772,17.47,5.17,6.075,3.607,ball,5,
6100,-44.88,0.227,1.37,-0.4,36.513,32.381,01_XX0001,1,
6100,,,0,0,0,0,03_XX0001,3,
6100,6.28,-24.076,2.92,-1.27,9.069,10.441,04_XX0001,4,
6100,-10.908,-13.158,3.14,-0.29,15.066,6.087,05_XX0001,5,
6100,-2.883,17.56,2.18,0.9,17.533,4.052,15_XX0001,15,
6100,-3.649,0.044,3.34,0.5,13.744,5.089,29_XX0001,29,
6100,17.714,-10.216,4.4,0.41,12.641,1.449,06_XX0001,6,
6100,4.321,-11.153,4.29,-0.43,13.07,10.643,10_XX0001,10,
6100,,,0,0,0,0,18_XX0001,18,
6100,,,0,0,0,0,23_XX0001,23,
6100,,,0,0,0,0,11_XX0001,11,
6100,21.443,1.862,3.36,-1.25,12.641,5.52,14_XX0001,14,
6100,15.081,-26.266,4.55,2,9.069,2.598,17_XX0001,17,
6100,45.147,-0.406,1.17,-0.28,23.812,20.351,26_XX0002,26,
6100,20.503,10.228,3.75,-0.66,8.418,13.412,02_XX0002,2,
6100,24.898,-2.444,2.49,-0.52,5.52,9.16,03_XX0002,3,
6100,27.132,-17.688,1.48,0.02,12.022,12.249,05_XX0002,5,
6100,22.525,-30.071,4.6,-1.23,8.36,8.22,06_XX0002,6,
6100,1.126,16.974,1.43,-0.07,4.052,17.911,04_XX0002,4,
6100,-6.763,-8.702,4.04,0.31,6.087,11.227,08_XX0002,8,
6100,1.345,-0.935,4.47,0.73,5.089,11.227,10_XX0002,10,
6100,,,0,0,0,0,23_XX0002,23,
6100,18.499,-8.998,5.62,0.97,1.449,9.16,07_XX0002,7,
6100,-12.565,2.288,3.08,0.14,9.193,12.427,09_XX0002,9,
6100,16.72,-24.251,5.12,-0.54,2.598,8.22,11_XX0002,11,
6100,,,0,0,0,0,21_XX0002,21,
6100,,,0,0,0,0,25_XX0002,25,
6100,0,0,0,,,,,,
6100,0,0,0,,,,,,
6200,19.064,-18.046,17.86,2.05,7.542,7.146,ball,5,
6200,-44.771,0.141,1.32,-0.47,36.682,32.505,01_XX0001,1,
6200,,,0,0,0,0,03_XX0001,3,
6200,6.496,-24.244,2.8,-1.22,8.87,10.18,04_XX0001,4,
6200,-10.656,-13.338,3.11,-0.17,14.934,5.884,05_XX0001,5,
6200,-2.834,17.339,2.27,0.78,17.596,4.104,15_XX0001,15,
6200,-3.472,-0.246,3.39,0.48,13.83,5.245,29_XX0001,29,
6200,17.912,-10.592,4.45,0.67,12.834,1.319,06_XX0001,6,
6200,4.613,-11.466,4.24,-0.59,12.916,10.637,10_XX0001,10,
6200,,,0,0,0,0,18_XX0001,18,
6200,,,0,0,0,0,23_XX0001,23,
6200,,,0,0,0,0,11_XX0001,11,
6200,21.717,1.665,3.24,-1.25,12.834,5.443,14_XX0001,14,
6200,15.014,-26.719,4.74,1.73,8.87,2.548,17_XX0001,17,
6200,45.255,-0.462,1.14,-0.28,23.635,20.345,26_XX0002,26,
6200,20.783,9.975,3.69,-0.61,8.362,13.324,02_XX0002,2,
6200,25.029,-2.654,2.44,-0.58,5.443,9.352,03_XX0002,3,
6200,27.29,-17.684,1.48,-0.05,11.757,11.877,05_XX0002,5,
6200,22.16,-30.362,4.44,-2.08,8.021,7.838,06_XX0002,6,
6200,1.247,16.893,1.42,-0.05,4.104,18.141,04_XX0002,4,
6200,-6.605,-9.07,4.08,0.38,5.884,11.396,08_XX0002,8,
6200,1.677,-1.243,4.55,0.84,5.245,11.396,10_XX0002,10,
6200,,,0,0,0,0,23_XX0002,23,
6200,18.671,-9.513,5.71,0.87,1.319,9.352,07_XX0002,7,
6200,-12.324,2.088,3.09,0.06,9.155,12.538,09_XX0002,9,
6200,16.662,-24.776,5.04,-1.13,2.548,7.838,11_XX0002,11,
6200,,,0,0,0,0,21_XX0002,21,
6200,,,0,0,0,0,25_XX0002,25,
6200,0,0,0,,,,,,
6200,0,0,0,,,,,,
6300,20.265,-15.553,17.83,-2.55,5.067,5.692,ball,5,
6300,-44.673,0.071,1.28,-0.47,36.863,32.635,01_XX0001,1,
6300,,,0,0,0,0,03_XX0001,3,
6300,6.693,-24.428,2.68,-1.18,8.699,9.931,04_XX0001,4,
6300,-10.408,-13.523,3.1,-0.04,14.806,5.682,05_XX0001,5,
6300,-2.783,17.106,2.34,0.64,17.653,4.158,15_XX0001,15,
6300,-3.291,-0.54,3.44,0.45,13.905,5.395,29_XX0001,29,
6300,18.096,-10.974,4.54,1.05,13.037,1.183,06_XX0001,6,
6300,4.905,-11.773,4.17,-0.75,12.78,10.61,10_XX0001,10,
6300,,,0,0,0,0,18_XX0001,18,
6300,,,0,0,0,0,23_XX0001,23,
6300,,,0,0,0,0,11_XX0001,11,
6300,21.973,1.473,3.12,-1.17,13.037,5.377,14_XX0001,14,
6300,14.929,-27.227,4.88,1.19,8.699,2.536,17_XX0001,17,
6300,45.355,-0.521,1.11,-0.31,23.468,20.327,26_XX0002,26,
6300,21.056,9.73,3.63,-0.6,8.308,13.238,02_XX0002,2,
6300,25.163,-2.855,2.38,-0.68,5.377,9.583,03_XX0002,3,
6300,27.451,-17.681,1.47,-0.14,11.511,11.518,05_XX0002,5,
6300,21.793,-30.666,4.19,-2.95,7.678,7.472,06_XX0002,6,
6300,1.364,16.814,1.42,-0.06,4.158,18.391,04_XX0002,4,
6300,-6.455,-9.441,4.12,0.45,5.682,11.558,08_XX0002,8,
6300,2.005,-1.567,4.63,0.84,5.395,11.558,10_XX0002,10,
6300,,,0,0,0,0,23_XX0002,23,
6300,18.829,-10.045,5.79,0.66,1.183,9.583,07_XX0002,7,
6300,-12.088,1.886,3.09,0,9.126,12.65,09_XX0002,9,
6300,16.585,-25.307,4.89,-1.81,2.536,7.472,11_XX0002,11,
6300,,,0,0,0,0,21_XX0002,21,
6300,,,0,0,0,0,25_XX0002,25,
6300,0,0,0,,,,,,
6300,0,0,0,,,,,,
6400,21.375,-13.232,17.22,-8.91,3.625,3.56,ball,5,
6400,-44.581,0.015,1.23,-0.4,37.052,32.766,01_XX0001,1,
6400,,,0,0,0,0,03_XX0001,3,
6400,6.873,-24.623,2.56,-1.17,8.558,9.693,04_XX0001,4,
6400,-10.165,-13.71,3.1,0.06,14.681,5.476,05_XX0001,5,
6400,-2.733,16.865,2.39,0.48,17.706,4.216,15_XX0001,15,
6400,-3.106,-0.837,3.48,0.41,13.972,5.539,29_XX0001,29,
6400,18.264,-11.371,4.67,1.49,13.087,1.043,06_XX0001,6,
6400,5.197,-12.074,4.09,-0.82,12.66,10.567,10_XX0001,10,
6400,,,0,0,0,0,18_XX0001,18,
6400,,,0,0,0,0,23_XX0001,23,
6400,,,0,0,0,0,11_XX0001,11,
6400,22.209,1.285,3.01,-1.01,13.256,5.321,14_XX0001,14,
6400,14.827,-27.781,4.97,0.44,8.558,2.562,17_XX0001,17,
6400,45.443,-0.585,1.08,-0.36,23.31,20.295,26_XX0002,26,
6400,21.32,9.492,3.57,-0.65,8.255,13.155,02_XX0002,2,
6400,25.298,-3.047,2.3,-0.82,5.321,9.855,03_XX0002,3,
6400,27.611,-17.684,1.45,-0.26,11.279,11.169,05_XX0002,5,
6400,21.435,-30.977,3.85,-3.75,7.34,7.135,06_XX0002,6,
6400,1.481,16.737,1.41,-0.09,4.216,18.66,04_XX0002,4,
6400,-6.312,-9.819,4.17,0.51,5.476,11.718,08_XX0002,8,
6400,2.329,-1.904,4.71,0.73,5.539,11.718,10_XX0002,10,
6400,,,0,0,0,0,23_XX0002,23,
6400,18.973,-10.605,5.84,0.4,1.043,9.855,07_XX0002,7,
6400,-11.857,1.682,3.09,-0.03,9.106,12.768,09_XX0002,9,
6400,16.49,-25.832,4.67,-2.6,2.562,7.135,11_XX0002,11,
6400,,,0,0,0,0,21_XX0002,21,
6400,,,0,0,0,0,25_XX0002,25,
6400,0,0,0,,,,,,
6400,0,0,0,,,,,,
6500,22.363,-11.148,15.87,-13.7,4.002,3.261,ball,5,
6500,-44.49,-0.03,1.2,-0.26,37.244,32.895,01_XX0001,1,
6500,,,0,0,0,0,03_XX0001,3,
6500,7.038,-24.823,2.44,-1.17,8.456,9.466,04_XX0001,4,
6500,-9.924,-13.899,3.11,0.11,14.556,5.263,05_XX0001,5,
6500,-2.683,16.616,2.43,0.33,17.756,4.279,15_XX0001,15,
6500,-2.92,-1.138,3.52,0.35,14.029,5.681,29_XX0001,29,
6500,18.412,-11.791,4.84,1.9,12.938,0.911,06_XX0001,6,
6500,5.487,-12.369,4.01,-0.72,12.55,10.506,10_XX0001,10,
6500,,,0,0,0,0,18_XX0001,18,
6500,,,0,0,0,0,23_XX0001,23,
6500,,,0,0,0,0,11_XX0001,11,
6500,22.421,1.095,2.92,-0.76,13.495,5.272,14_XX0001,14,
6500,14.72,-28.358,4.97,-0.52,8.456,2.62,17_XX0001,17,
6500,45.518,-0.658,1.04,-0.39,23.163,20.252,26_XX0002,26,
6500,21.574,9.256,3.5,-0.75,8.205,13.072,02_XX0002,2,
6500,25.43,-3.235,2.21,-0.98,5.272,10.17,03_XX0002,3,
